Gene_Product,In_WildYak,In_Takin,In_WaterBuffalo
E3 ubiquitin-protein ligase DCST1,TRUE,TRUE,TRUE
vinexin isoform X1,TRUE,TRUE,TRUE
protocadherin beta-18-like,TRUE,TRUE,TRUE
ras-related protein Ral-A,TRUE,TRUE,TRUE
probable G-protein coupled receptor 160,TRUE,TRUE,TRUE
snRNA-activating protein complex subunit 5 isoform X1,TRUE,TRUE,TRUE
SUMO-conjugating enzyme UBC9,TRUE,TRUE,TRUE
zinc finger protein 420-like,TRUE,TRUE,TRUE
protein NYNRIN,TRUE,TRUE,TRUE
protein phosphatase methylesterase 1 isoform X2,TRUE,TRUE,TRUE
RING finger protein 37 isoform X2,TRUE,TRUE,TRUE
HLA class II histocompatibility antigen gamma chain isoform X1,TRUE,TRUE,TRUE
homeobox protein Hox-D8 isoform X1,TRUE,TRUE,TRUE
neudesin,TRUE,TRUE,TRUE
general transcription factor IIH subunit 1,TRUE,TRUE,TRUE
melatonin-related receptor,TRUE,TRUE,TRUE
regulator of nonsense transcripts 3B isoform X2,TRUE,TRUE,TRUE
dnaJ homolog subfamily C member 18,TRUE,TRUE,TRUE
"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 isoform X1",TRUE,TRUE,TRUE
anamorsin isoform X1,TRUE,TRUE,TRUE
dihydrodiol dehydrogenase 3 isoform X2,TRUE,TRUE,TRUE
MAPK regulated corepressor interacting protein 2 isoform X2,TRUE,TRUE,TRUE
monocyte to macrophage differentiation factor isoform X2,TRUE,TRUE,TRUE
integrin alpha-7 isoform X4,TRUE,TRUE,TRUE
protein strawberry notch homolog 2 isoform X3,TRUE,TRUE,TRUE
transcription cofactor vestigial-like protein 1,TRUE,TRUE,TRUE
cationic amino acid transporter 2 isoform X2,TRUE,TRUE,TRUE
tyrosine-protein kinase ABL1 isoform X1,TRUE,TRUE,TRUE
bcl-2/adenovirus E1B 19 kDa-interacting protein 2-like protein,TRUE,TRUE,TRUE
platelet-derived growth factor receptor alpha,TRUE,TRUE,TRUE
dnaJ homolog subfamily C member 5B,TRUE,TRUE,TRUE
lysophosphatidic acid receptor 6,TRUE,TRUE,TRUE
rab GDP dissociation inhibitor alpha,TRUE,TRUE,TRUE
retinal dehydrogenase 2,TRUE,TRUE,TRUE
transcription factor SOX-18,TRUE,TRUE,TRUE
purine nucleoside phosphorylase,TRUE,TRUE,TRUE
sodium/potassium-transporting ATPase subunit alpha-2,TRUE,TRUE,TRUE
partitioning defective 3 homolog isoform X6,TRUE,TRUE,TRUE
histone acetyltransferase KAT5 isoform X3,TRUE,TRUE,TRUE
phosphatidylethanolamine-binding protein 1,TRUE,TRUE,TRUE
collagen alpha-1(I) chain,TRUE,TRUE,TRUE
major facilitator superfamily domain-containing protein 3 isoform X2,TRUE,TRUE,TRUE
ferritin light chain,TRUE,TRUE,TRUE
transcription factor E2F2,TRUE,TRUE,TRUE
cytidine deaminase,TRUE,TRUE,TRUE
ADP-ribosylation factor 6,TRUE,TRUE,TRUE
methyl-CpG-binding domain protein 4 isoform X1,TRUE,TRUE,TRUE
glucocorticoid receptor isoform X1,TRUE,TRUE,TRUE
oxytocin receptor,TRUE,TRUE,TRUE
olfactory receptor 2Z1,TRUE,TRUE,TRUE
pre-mRNA 3'-end-processing factor FIP1 isoform X10,TRUE,TRUE,TRUE
DNA repair protein XRCC2,TRUE,TRUE,TRUE
glycogen synthase kinase-3 alpha,TRUE,TRUE,TRUE
DBF4-type zinc finger-containing protein 2,TRUE,TRUE,TRUE
beta-sarcoglycan,TRUE,TRUE,TRUE
"FERM, ARHGEF and pleckstrin domain-containing protein 2 isoform X2",TRUE,TRUE,TRUE
serine/threonine-protein kinase WNK1 isoform X4,TRUE,TRUE,TRUE
GDP-fucose protein O-fucosyltransferase 1 isoform X1,TRUE,TRUE,TRUE
4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9,TRUE,TRUE,TRUE
delta-type opioid receptor,TRUE,TRUE,TRUE
refilin-A,TRUE,TRUE,TRUE
guanine nucleotide-binding protein G(z) subunit alpha,TRUE,TRUE,TRUE
BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like isoform X1,TRUE,TRUE,TRUE
dihydropyrimidinase,TRUE,TRUE,TRUE
elongin-C,TRUE,TRUE,TRUE
nucleolar protein 58 isoform X2,TRUE,TRUE,TRUE
histone-lysine N-methyltransferase KMT5C isoform X2,TRUE,TRUE,TRUE
forkhead box protein C2,TRUE,TRUE,TRUE
insulin receptor isoform X1,TRUE,TRUE,TRUE
dnaJ homolog subfamily B member 2 isoform X2,TRUE,TRUE,TRUE
uracil nucleotide/cysteinyl leukotriene receptor,TRUE,TRUE,TRUE
receptor-type tyrosine-protein phosphatase H,TRUE,TRUE,TRUE
poly(A) RNA polymerase GLD2 isoform X2,TRUE,TRUE,TRUE
ras-related protein Rab-5B,TRUE,TRUE,TRUE
rap guanine nucleotide exchange factor 1 isoform X2,TRUE,TRUE,TRUE
septin-4 isoform X1,TRUE,TRUE,TRUE
LOW QUALITY PROTEIN: intestine-specific homeobox,TRUE,TRUE,TRUE
tetratricopeptide repeat protein 1,TRUE,TRUE,TRUE
cAMP-regulated phosphoprotein 21 isoform X4,TRUE,TRUE,TRUE
"fructose-2,6-bisphosphatase TIGAR isoform X1",TRUE,TRUE,TRUE
ubiquitin carboxyl-terminal hydrolase 35,TRUE,TRUE,TRUE
protein eva-1 homolog A,TRUE,TRUE,TRUE
telomere length regulation protein TEL2 homolog isoform X1,TRUE,TRUE,TRUE
major facilitator superfamily domain-containing protein 3 isoform X1,TRUE,TRUE,TRUE
protein-associating with the carboxyl-terminal domain of ezrin isoform X1,TRUE,TRUE,TRUE
"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor",TRUE,TRUE,TRUE
homeobox protein prophet of Pit-1,TRUE,TRUE,TRUE
PIH1 domain-containing protein 2,TRUE,TRUE,TRUE
calcium/calmodulin-dependent protein kinase kinase 2 isoform X4,TRUE,TRUE,TRUE
NGFI-A-binding protein 1 isoform X2,TRUE,TRUE,TRUE
rho guanine nucleotide exchange factor 9 isoform X2,TRUE,TRUE,TRUE
E3 ubiquitin-protein ligase RNF114,TRUE,TRUE,TRUE
peptidyl-prolyl cis-trans isomerase FKBP4,TRUE,TRUE,TRUE
protein ABHD14A,TRUE,TRUE,TRUE
CUGBP Elav-like family member 1 isoform X1,TRUE,TRUE,TRUE
growth/differentiation factor 7,TRUE,TRUE,TRUE
frizzled-10,TRUE,TRUE,TRUE
tumor necrosis factor receptor superfamily member 19L,TRUE,TRUE,TRUE
protein arginine N-methyltransferase 1 isoform X2,TRUE,TRUE,TRUE
zinc finger protein 608 isoform X1,TRUE,TRUE,TRUE
leucine rich adaptor protein 1-like,TRUE,TRUE,TRUE
melanoma antigen preferentially expressed in tumors-like,TRUE,TRUE,TRUE
transmembrane channel-like protein 1,TRUE,TRUE,TRUE
transcriptional enhancer factor TEF-4 isoform X2,TRUE,TRUE,TRUE
kinesin light chain 1 isoform X2,TRUE,TRUE,TRUE
dual specificity protein phosphatase 12,TRUE,TRUE,TRUE
LIM domain-binding protein 1 isoform X2,TRUE,TRUE,TRUE
myosin-7B isoform X2,TRUE,TRUE,TRUE
kunitz-type protease inhibitor 2,TRUE,TRUE,TRUE
growth factor receptor-bound protein 10 isoform X2,TRUE,TRUE,TRUE
"inactive N-acetyllactosaminide alpha-1,3-galactosyltransferase isoform X1",TRUE,TRUE,TRUE
sodium/glucose cotransporter 1,TRUE,TRUE,TRUE
zinc transporter ZIP10,TRUE,TRUE,TRUE
peroxisome biogenesis factor 13,TRUE,TRUE,TRUE
leucine-rich repeat flightless-interacting protein 1 isoform X10,TRUE,TRUE,TRUE
coronin-1C,TRUE,TRUE,TRUE
far upstream element-binding protein 1 isoform X7,TRUE,TRUE,TRUE
"beta-1,4-galactosyltransferase 3",TRUE,TRUE,TRUE
F-box/LRR-repeat protein 8,TRUE,TRUE,TRUE
"leucine--tRNA ligase, cytoplasmic isoform X2",TRUE,TRUE,TRUE
rab-like protein 3,TRUE,TRUE,TRUE
serine protease 23,TRUE,TRUE,TRUE
pro-neuropeptide Y,TRUE,TRUE,TRUE
E3 ubiquitin-protein ligase HUWE1 isoform X7,TRUE,TRUE,TRUE
SPATS2-like protein isoform X2,TRUE,TRUE,TRUE
integrin-linked kinase-associated serine/threonine phosphatase 2C isoform X2,TRUE,TRUE,TRUE
RNA binding protein fox-1 homolog 1 isoform X4,TRUE,TRUE,TRUE
rho-related GTP-binding protein RhoJ,TRUE,TRUE,TRUE
unique cartilage matrix-associated protein,TRUE,TRUE,TRUE
probable global transcription activator SNF2L2 isoform X2,TRUE,TRUE,TRUE
protein fem-1 homolog C,TRUE,TRUE,TRUE
YTH domain-containing family protein 1 isoform X1,TRUE,TRUE,TRUE
hormone-sensitive lipase isoform X1,TRUE,TRUE,TRUE
PR domain zinc finger protein 2 isoform X2,TRUE,TRUE,TRUE
proteasome subunit alpha type-4,TRUE,TRUE,TRUE
sortilin isoform X3,TRUE,TRUE,TRUE
F-box only protein 3,TRUE,TRUE,TRUE
serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform isoform X3,TRUE,TRUE,TRUE
probable ATP-dependent RNA helicase DDX6,TRUE,TRUE,TRUE
voltage-dependent calcium channel gamma-2 subunit,TRUE,TRUE,TRUE
SS18-like protein 2,TRUE,TRUE,TRUE
transmembrane and coiled-coil domains protein 1 isoform X1,TRUE,TRUE,TRUE
LOW QUALITY PROTEIN: LON peptidase N-terminal domain and RING finger protein 2,TRUE,TRUE,TRUE
probable G-protein coupled receptor 153,TRUE,TRUE,TRUE
"electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial isoform X2",TRUE,TRUE,TRUE
protein PEAK3,TRUE,TRUE,TRUE
cysteine-rich PDZ-binding protein,TRUE,TRUE,TRUE
disabled homolog 2-interacting protein isoform X1,TRUE,TRUE,TRUE
olfactory receptor 9G4-like,TRUE,TRUE,TRUE
protein FAM81B,TRUE,TRUE,TRUE
homeobox protein MOX-2,TRUE,TRUE,TRUE
dehydrodolichyl diphosphate synthase complex subunit DHDDS isoform X1,TRUE,TRUE,TRUE
protein NipSnap homolog 3A,TRUE,TRUE,TRUE
protein Red,TRUE,TRUE,TRUE
sickle tail protein homolog isoform X1,TRUE,TRUE,TRUE
E3 ubiquitin-protein ligase NEDD4-like isoform X3,TRUE,TRUE,TRUE
"coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",TRUE,TRUE,TRUE
cysteine and glycine-rich protein 1,TRUE,TRUE,TRUE
"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial isoform X2",TRUE,TRUE,TRUE
CLIP-associating protein 2 isoform X1,TRUE,TRUE,TRUE
tight junction protein ZO-1 isoform X1,TRUE,TRUE,TRUE
KAT8 regulatory NSL complex subunit 1 isoform X1,TRUE,TRUE,TRUE
centrosomal protein 43 isoform X1,TRUE,TRUE,TRUE
ras-related protein Rab-3A,TRUE,TRUE,TRUE
protein phosphatase 1 regulatory subunit 3D,TRUE,TRUE,TRUE
monocarboxylate transporter 10,TRUE,TRUE,TRUE
tumor necrosis factor receptor superfamily member 17,TRUE,TRUE,TRUE
olfactory receptor 2W3,TRUE,TRUE,TRUE
keratin-associated protein 26-1,TRUE,TRUE,TRUE
gamma-interferon-inducible lysosomal thiol reductase,TRUE,TRUE,TRUE
RNA-binding protein 10 isoform X3,TRUE,TRUE,TRUE
single-stranded DNA-binding protein 2 isoform X3,TRUE,TRUE,TRUE
zinc finger protein 609 isoform X1,TRUE,TRUE,TRUE
nuclear receptor subfamily 0 group B member 1,TRUE,TRUE,TRUE
vesicular glutamate transporter 2,TRUE,TRUE,TRUE
phosphatidylinositol N-acetylglucosaminyltransferase subunit H isoform X1,TRUE,TRUE,TRUE
"ferritin, mitochondrial",TRUE,TRUE,TRUE
cholesterol 24-hydroxylase,TRUE,TRUE,TRUE
splicing factor 1 isoform X5,TRUE,TRUE,TRUE
ankyrin repeat domain-containing protein 34B,TRUE,TRUE,TRUE
"PRELI domain-containing protein 1, mitochondrial",TRUE,TRUE,TRUE
peptidyl-glycine alpha-amidating monooxygenase isoform X3,TRUE,TRUE,TRUE
cytosol aminopeptidase,TRUE,TRUE,TRUE
lymphocyte antigen 6 complex locus protein G6c,TRUE,TRUE,TRUE
leucine-rich repeat flightless-interacting protein 1 isoform X7,TRUE,TRUE,TRUE
palmitoyltransferase ZDHHC5,TRUE,TRUE,TRUE
echinoderm microtubule-associated protein-like 1 isoform X3,TRUE,TRUE,TRUE
guanine nucleotide-binding protein G(t) subunit alpha-2,TRUE,TRUE,TRUE
B-cell CLL/lymphoma 6 member B protein isoform X1,TRUE,TRUE,TRUE
C-C motif chemokine 22,TRUE,TRUE,TRUE
U5 small nuclear ribonucleoprotein 200 kDa helicase,TRUE,TRUE,TRUE
kelch-like protein 21,TRUE,TRUE,TRUE
F-box/LRR-repeat protein 3,TRUE,TRUE,TRUE
uncharacterized protein KIAA1755 homolog,TRUE,TRUE,TRUE
glutamine--tRNA ligase,TRUE,TRUE,TRUE
enhancer of polycomb homolog 1 isoform X3,TRUE,TRUE,TRUE
RNA-binding protein FUS isoform X1,TRUE,TRUE,TRUE
alpha-crystallin A chain,TRUE,TRUE,TRUE
intestinal-type alkaline phosphatase,TRUE,TRUE,TRUE
PR domain zinc finger protein 12,TRUE,TRUE,TRUE
"beta-1,3-galactosyltransferase 2",TRUE,TRUE,TRUE
kinesin-like protein KIF14,TRUE,TRUE,TRUE
histone acetyltransferase KAT7 isoform X1,TRUE,TRUE,TRUE
nuclear pore complex protein Nup214 isoform X2,TRUE,TRUE,TRUE
homeodomain-interacting protein kinase 4,TRUE,TRUE,TRUE
protein PAXX isoform X1,TRUE,TRUE,TRUE
placenta-specific gene 8 protein,TRUE,TRUE,TRUE
recQ-mediated genome instability protein 2,TRUE,TRUE,TRUE
band 4.1-like protein 2 isoform X4,TRUE,TRUE,TRUE
death-inducer obliterator 1 isoform X1,TRUE,TRUE,TRUE
protein BANP isoform X3,TRUE,TRUE,TRUE
growth hormone-inducible transmembrane protein,TRUE,TRUE,TRUE
acetylcholinesterase collagenic tail peptide isoform X3,TRUE,TRUE,TRUE
peroxisome proliferator-activated receptor gamma isoform X1,TRUE,TRUE,TRUE
"HIG1 domain family member 1A, mitochondrial",TRUE,TRUE,TRUE
importin-4,TRUE,TRUE,TRUE
dual specificity mitogen-activated protein kinase kinase 4 isoform X1,TRUE,TRUE,TRUE
twist-related protein 1,TRUE,TRUE,TRUE
transportin-2 isoform X2,TRUE,TRUE,TRUE
B-cell CLL/lymphoma 7 protein family member A isoform X1,TRUE,TRUE,TRUE
probable E3 ubiquitin-protein ligase TRIML2,TRUE,TRUE,TRUE
proline-serine-threonine phosphatase-interacting protein 2 isoform X1,TRUE,TRUE,TRUE
cartilage oligomeric matrix protein,TRUE,TRUE,TRUE
apoptosis-resistant E3 ubiquitin protein ligase 1 isoform X2,TRUE,TRUE,TRUE
phospholipid-transporting ATPase IB,TRUE,TRUE,TRUE
BUB3-interacting and GLEBS motif-containing protein ZNF207 isoform X3,TRUE,TRUE,TRUE
general transcription factor 3C polypeptide 5 isoform X4,TRUE,TRUE,TRUE
transmembrane protein 182 isoform X1,TRUE,TRUE,TRUE
putative RNA-binding protein Luc7-like 2 isoform X4,TRUE,TRUE,TRUE
triosephosphate isomerase,TRUE,TRUE,TRUE
protein DDI1 homolog 2 isoform X3,TRUE,TRUE,TRUE
inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X6,TRUE,TRUE,TRUE
protein BUD31 homolog,TRUE,TRUE,TRUE
kallikrein-10,TRUE,TRUE,TRUE
E3 ubiquitin-protein ligase HECTD1 isoform X4,TRUE,TRUE,TRUE
midnolin isoform X1,TRUE,TRUE,TRUE
protein zer-1 homolog isoform X1,TRUE,TRUE,TRUE
ETS-related transcription factor Elf-2 isoform X3,TRUE,TRUE,TRUE
chromatin target of PRMT1 protein isoform X5,TRUE,TRUE,TRUE
armadillo-like helical domain-containing protein 2,TRUE,TRUE,TRUE
26S proteasome regulatory subunit 4,TRUE,TRUE,TRUE
serine/threonine-protein kinase PAK 5,TRUE,TRUE,TRUE
transmembrane protein 59 isoform X4,TRUE,TRUE,TRUE
solute carrier family 22 member 6,TRUE,TRUE,TRUE
syntaxin-binding protein 1 isoform X2,TRUE,TRUE,TRUE
protein Wnt-7b,TRUE,TRUE,TRUE
putative transcription factor ovo-like protein 3,TRUE,TRUE,TRUE
rho GDP-dissociation inhibitor 2 isoform X2,TRUE,TRUE,TRUE
collagen alpha-2(I) chain,TRUE,TRUE,TRUE
PHD finger protein 21A isoform X3,TRUE,TRUE,TRUE
cytosolic purine 5'-nucleotidase isoform X1,TRUE,TRUE,TRUE
palmitoyltransferase ZDHHC3 isoform X2,TRUE,TRUE,TRUE
UL16-binding protein 1-like,TRUE,TRUE,TRUE
tyrosine-protein kinase receptor Tie-1,TRUE,TRUE,TRUE
fer-1-like protein 5,TRUE,TRUE,TRUE
interleukin-15 receptor subunit alpha isoform X2,TRUE,TRUE,TRUE
ubiquitin-associated protein 2-like isoform X13,TRUE,TRUE,TRUE
olfactory receptor 4A47-like,TRUE,TRUE,TRUE
protein PRR14L isoform X2,TRUE,TRUE,TRUE
ATP-sensitive inward rectifier potassium channel 11,TRUE,TRUE,TRUE
endoplasmic reticulum membrane-associated RNA degradation protein isoform X5,TRUE,TRUE,TRUE
zinc finger protein 384 isoform X5,TRUE,TRUE,TRUE
tRNA selenocysteine 1-associated protein 1 isoform X1,TRUE,TRUE,TRUE
scm-like with four MBT domains protein 2 isoform X2,TRUE,TRUE,TRUE
crk-like protein,TRUE,TRUE,TRUE
seipin isoform X1,TRUE,TRUE,TRUE
leucine-rich repeat flightless-interacting protein 1 isoform X8,TRUE,TRUE,TRUE
interleukin-18,TRUE,TRUE,TRUE
nucleolar protein 12 isoform X1,TRUE,TRUE,TRUE
gastric triacylglycerol lipase,TRUE,TRUE,TRUE
calcitonin gene-related peptide type 1 receptor,TRUE,TRUE,TRUE
homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein isoform X1,TRUE,TRUE,TRUE
probable ATP-dependent RNA helicase DDX4,TRUE,TRUE,TRUE
probable ATP-dependent RNA helicase DDX59 isoform X1,TRUE,TRUE,TRUE
leucine-rich repeat transmembrane neuronal protein 1,TRUE,TRUE,TRUE
guanine nucleotide exchange protein SMCR8,TRUE,TRUE,TRUE
SLIT and NTRK-like protein 1,TRUE,TRUE,TRUE
T-cell surface antigen CD2,TRUE,TRUE,TRUE
KAT8 regulatory NSL complex subunit 2 isoform X2,TRUE,TRUE,TRUE
CREB-regulated transcription coactivator 3 isoform X2,TRUE,TRUE,TRUE
ATP-sensitive inward rectifier potassium channel 10,TRUE,TRUE,TRUE
neuropeptide FF receptor 1,TRUE,TRUE,TRUE
olfactory receptor 2D2,TRUE,TRUE,TRUE
lens fiber major intrinsic protein,TRUE,TRUE,TRUE
X-ray radiation resistance-associated protein 1 isoform X2,TRUE,TRUE,TRUE
bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 isoform X1,TRUE,TRUE,TRUE
glutathione S-transferase LANCL1,TRUE,TRUE,TRUE
disintegrin and metalloproteinase domain-containing protein 9,TRUE,TRUE,TRUE
kelch repeat and BTB domain-containing protein 11,TRUE,TRUE,TRUE
fibronectin type III domain-containing protein 8,TRUE,TRUE,TRUE
rho guanine nucleotide exchange factor 40 isoform X3,TRUE,TRUE,TRUE
uromodulin,TRUE,TRUE,TRUE
uricase,TRUE,TRUE,TRUE
battenin isoform X1,TRUE,TRUE,TRUE
transmembrane protein 215,TRUE,TRUE,TRUE
rho-related GTP-binding protein RhoB,TRUE,TRUE,TRUE
protein FAM180B isoform X1,TRUE,TRUE,TRUE
glutamine amidotransferase-like class 1 domain-containing protein 1 isoform X2,TRUE,TRUE,TRUE
RNA-binding protein EWS isoform X3,TRUE,TRUE,TRUE
myocyte-specific enhancer factor 2B,TRUE,TRUE,TRUE
phosphoglycerate kinase 1,TRUE,TRUE,TRUE
lymphocyte function-associated antigen 3 isoform X2,TRUE,TRUE,TRUE
olfactory receptor 10X1-like,TRUE,TRUE,TRUE
"glutaredoxin-related protein 5, mitochondrial",TRUE,TRUE,TRUE
"keratin, type II cytoskeletal 75",TRUE,TRUE,TRUE
E3 ubiquitin-protein ligase HUWE1 isoform X5,TRUE,TRUE,TRUE
thioredoxin domain-containing protein 17,TRUE,TRUE,TRUE
protein ATP1B4 isoform X2,TRUE,TRUE,TRUE
lipoma-preferred partner,TRUE,TRUE,TRUE
kelch-like protein 15,TRUE,TRUE,TRUE
PHD finger protein 20 isoform X3,TRUE,TRUE,TRUE
polyhomeotic-like protein 1 isoform X1,TRUE,TRUE,TRUE
MAP kinase-activating death domain protein isoform X1,TRUE,TRUE,TRUE
serine palmitoyltransferase 1 isoform X1,TRUE,TRUE,TRUE
ras-related protein Rab-6A isoform X2,TRUE,TRUE,TRUE
peflin,TRUE,TRUE,TRUE
CLIP-associating protein 1 isoform X3,TRUE,TRUE,TRUE
heme transporter HRG1,TRUE,TRUE,TRUE
G-protein coupled receptor 20,TRUE,TRUE,TRUE
glypican-4,TRUE,TRUE,TRUE
mitochondrial import inner membrane translocase subunit Tim17-B isoform X1,TRUE,TRUE,TRUE
calicin,TRUE,TRUE,TRUE
tyrosine-protein phosphatase non-receptor type 11 isoform X2,TRUE,TRUE,TRUE
E3 ubiquitin-protein ligase Jade-2 isoform X4,TRUE,TRUE,TRUE
tyrosine-protein kinase ABL1 isoform X2,TRUE,TRUE,TRUE
acetylcholine receptor subunit delta isoform X1,TRUE,TRUE,TRUE
microtubule-associated protein tau isoform X1,TRUE,TRUE,TRUE
transmembrane protein 9B isoform X2,TRUE,TRUE,TRUE
heparan sulfate glucosamine 3-O-sulfotransferase 1,TRUE,TRUE,TRUE
mitogen-activated protein kinase 7 isoform X2,TRUE,TRUE,TRUE
"hydroxymethylglutaryl-CoA lyase, mitochondrial isoform X2",TRUE,TRUE,TRUE
olfactory receptor 52K1,TRUE,TRUE,TRUE
cell migration-inducing and hyaluronan-binding protein,TRUE,TRUE,TRUE
vacuolar protein sorting-associated protein VTA1 homolog isoform X2,TRUE,TRUE,TRUE
solute carrier family 25 member 33,TRUE,TRUE,TRUE
DDB1- and CUL4-associated factor 6 isoform X6,TRUE,TRUE,TRUE
plexin domain-containing protein 2 isoform X1,TRUE,TRUE,TRUE
18S rRNA aminocarboxypropyltransferase,TRUE,TRUE,TRUE
homeobox and leucine zipper protein Homez isoform X2,TRUE,TRUE,TRUE
acetylcholinesterase collagenic tail peptide isoform X1,TRUE,TRUE,TRUE
LOW QUALITY PROTEIN: solute carrier family 22 member 13,TRUE,TRUE,TRUE
epidermal retinol dehydrogenase 2,TRUE,TRUE,TRUE
neuronal cell adhesion molecule isoform X4,TRUE,TRUE,TRUE
single-minded homolog 1,TRUE,TRUE,TRUE
"ribosome-releasing factor 2, mitochondrial isoform X3",TRUE,TRUE,TRUE
P2Y purinoceptor 1,TRUE,TRUE,TRUE
arpin isoform X1,TRUE,TRUE,TRUE
protein DEK isoform X2,TRUE,TRUE,TRUE
sideroflexin-3,TRUE,TRUE,TRUE
CCAAT/enhancer-binding protein beta,TRUE,TRUE,TRUE
kinesin-like protein KIF28P,TRUE,TRUE,TRUE
speedy protein C,TRUE,TRUE,TRUE
zinc finger protein 64 isoform X2,TRUE,TRUE,TRUE
LIM and senescent cell antigen-like-containing domain protein 2 isoform X2,TRUE,TRUE,TRUE
dual specificity mitogen-activated protein kinase kinase 7 isoform X2,TRUE,TRUE,TRUE
cytoskeleton-associated protein 5 isoform X1,TRUE,TRUE,TRUE
suppressor of fused homolog isoform X1,TRUE,TRUE,TRUE
small integral membrane protein 35,TRUE,TRUE,TRUE
general transcription factor 3C polypeptide 2 isoform X1,TRUE,TRUE,TRUE
piwi-like protein 4,TRUE,TRUE,TRUE
transmembrane emp24 domain-containing protein 9,TRUE,TRUE,TRUE
cleavage and polyadenylation specificity factor subunit 6 isoform X1,TRUE,TRUE,TRUE
autophagy-related protein 13 isoform X5,TRUE,TRUE,TRUE
E3 ubiquitin-protein ligase ZNRF4,TRUE,TRUE,TRUE
gamma-taxilin,TRUE,TRUE,TRUE
DDB1- and CUL4-associated factor 4 isoform X1,TRUE,TRUE,TRUE
14-3-3 protein epsilon isoform X2,TRUE,TRUE,TRUE
protein kinase C alpha type isoform X1,TRUE,TRUE,TRUE
beclin-2,TRUE,TRUE,TRUE
Friend leukemia integration 1 transcription factor isoform X2,TRUE,TRUE,TRUE
FH1/FH2 domain-containing protein 3 isoform X2,TRUE,TRUE,TRUE
ELL-associated factor 2,TRUE,TRUE,TRUE
nuclear factor interleukin-3-regulated protein,TRUE,TRUE,TRUE
testis-specific serine/threonine-protein kinase 2,TRUE,TRUE,TRUE
zinc finger MYM-type protein 2 isoform X3,TRUE,TRUE,TRUE
beta-crystallin B2,TRUE,TRUE,TRUE
insulin-like 3,TRUE,TRUE,TRUE
ribosomal protein S6 kinase alpha-5 isoform X1,TRUE,TRUE,TRUE
killer cell lectin-like receptor subfamily I member 1,TRUE,TRUE,TRUE
RNA polymerase II subunit A C-terminal domain phosphatase SSU72,TRUE,TRUE,TRUE
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 isoform X2",TRUE,TRUE,TRUE
glycerol-3-phosphate dehydrogenase 1-like protein,TRUE,TRUE,TRUE
insulin receptor isoform X4,TRUE,TRUE,TRUE
tribbles homolog 1,TRUE,TRUE,TRUE
membrane-spanning 4-domains subfamily A member 10,TRUE,TRUE,TRUE
pumilio homolog 1 isoform X6,TRUE,TRUE,TRUE
"threonine--tRNA ligase, mitochondrial isoform X3",TRUE,TRUE,TRUE
microtubule-associated protein RP/EB family member 3 isoform X1,TRUE,TRUE,TRUE
TBC1 domain family member 15 isoform X1,TRUE,TRUE,TRUE
transcription factor SOX-6 isoform X2,TRUE,TRUE,TRUE
hypoxia up-regulated protein 1 isoform X1,TRUE,TRUE,TRUE
sulfotransferase 4A1,TRUE,TRUE,TRUE
fibronectin isoform X8,TRUE,TRUE,TRUE
EH domain-binding protein 1-like protein 1 isoform X2,TRUE,TRUE,TRUE
proline-rich AKT1 substrate 1 isoform X2,TRUE,TRUE,TRUE
F-box only protein 44 isoform X2,TRUE,TRUE,TRUE
glutathione S-transferase Mu 1 isoform X1,TRUE,TRUE,TRUE
phospholipid phosphatase 1 isoform X1,TRUE,TRUE,TRUE
battenin isoform X2,TRUE,TRUE,TRUE
olfactory receptor 51V1-like,TRUE,TRUE,TRUE
T-cell leukemia/lymphoma protein 1B,TRUE,TRUE,TRUE
protein-arginine deiminase type-2 isoform X1,TRUE,TRUE,TRUE
DCN1-like protein 1 isoform X2,TRUE,TRUE,TRUE
immunoglobulin heavy constant epsilon-like,TRUE,TRUE,TRUE
kelch-like protein 29 isoform X2,TRUE,TRUE,TRUE
proteasome activator complex subunit 1,TRUE,TRUE,TRUE
serine/threonine-protein kinase PDIK1L,TRUE,TRUE,TRUE
"methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial isoform X3",TRUE,TRUE,TRUE
non-receptor tyrosine-protein kinase TYK2 isoform X1,TRUE,TRUE,TRUE
ubiquitin-protein ligase E3C isoform X2,TRUE,TRUE,TRUE
F-box/WD repeat-containing protein 1A isoform X1,TRUE,TRUE,TRUE
tripartite motif-containing protein 42,TRUE,TRUE,TRUE
villin-1,TRUE,TRUE,TRUE
annexin A6 isoform X1,TRUE,TRUE,TRUE
N-acetylgalactosamine-6-sulfatase isoform X2,TRUE,TRUE,TRUE
