Gene_Product,In_WildYak,In_Takin,In_WaterBuffalo
"60 kDa heat shock protein, mitochondrial isoform X2",False,True,False
E3 ubiquitin-protein ligase RNF19A isoform X1,False,False,True
transcription factor Dp-1 isoform X1,False,False,True
T-complex protein 11-like protein 1 isoform X1,True,False,True
WD repeat and SOCS box-containing protein 1 isoform X3,False,True,False
eukaryotic initiation factor 4A-I isoform X2,False,True,False
RING finger protein 207 isoform X7,False,False,True
cytohesin-3 isoform X2,True,True,True
dysferlin isoform X10,True,True,True
calcineurin-binding protein cabin-1 isoform X5,True,False,False
abnormal spindle-like microcephaly-associated protein,False,True,False
zinc finger protein 514,True,False,False
probable C-mannosyltransferase DPY19L2 isoform X1,True,False,True
short transient receptor potential channel 1 isoform X1,True,False,True
coiled-coil domain-containing protein 174,True,True,True
membrane cofactor protein isoform X7,False,False,True
cadherin-23 isoform X2,True,False,True
endophilin-B2 isoform X1,True,True,True
beta-crystallin B2,True,True,True
protein RUFY3 isoform X19,False,False,True
WW domain-binding protein 1 isoform X1,True,False,False
ubiquitin-associated protein 2-like isoform X11,True,True,True
amyloid beta precursor like protein 1 isoform X1,True,True,False
cytochrome P450 27C1 isoform X3,False,False,True
LOW QUALITY PROTEIN: nuclear receptor-interacting protein 2,False,True,False
pescadillo homolog isoform X1,False,False,True
protein kinase C and casein kinase substrate in neurons protein 2 isoform X2,False,True,True
tubulin monoglycylase TTLL3 isoform X8,False,False,True
mesoderm induction early response protein 2 isoform X3,False,True,True
small nuclear ribonucleoprotein G isoform X2,False,False,True
sialic acid-binding Ig-like lectin 13 isoform X3,False,False,True
C2 calcium-dependent domain-containing protein 4A isoform X3,False,False,True
DNA-directed RNA polymerase II subunit RPB2 isoform X2,False,True,False
nebulette isoform X12,False,False,True
calcium-binding and coiled-coil domain-containing protein 2 isoform X2,False,False,True
prolyl endopeptidase,True,True,False
gasdermin-E isoform X2,False,False,True
"LOW QUALITY PROTEIN: heat shock transcription factor, Y-linked-like",True,False,False
macrophage immunometabolism regulator,False,True,True
homeobox protein Hox-A6,True,True,True
LOW QUALITY PROTEIN: cleavage and polyadenylation specificity factor subunit 1,True,False,False
uncharacterized protein CXorf38 homolog isoform X1,True,True,True
asialoglycoprotein receptor 1-like isoform X2,False,True,False
peroxisome assembly protein 26 isoform X2,True,True,True
transient receptor potential cation channel subfamily M member 4 isoform X4,False,False,True
protein CC2D2B isoform X2,True,False,True
kelch-like protein 29 isoform X6,False,True,False
transmembrane channel-like protein 7,False,True,False
cation channel sperm-associated protein subunit gamma isoform X2,False,False,True
cytosolic phospholipase A2 isoform X1,False,False,True
LOW QUALITY PROTEIN: gap junction alpha-4 protein-like,True,False,False
"A-kinase anchor protein 10, mitochondrial isoform X3",True,False,True
sodium/glucose cotransporter 1 isoform X1,False,False,True
glutathione S-transferase C-terminal domain-containing protein isoform X3,True,False,False
zinc finger protein 740 isoform X2,True,True,True
zinc finger protein 705A-like isoform X1,False,True,False
A-type voltage-gated potassium channel KCND2,True,False,False
tetraspanin-14 isoform X3,False,False,True
protein MON2 homolog isoform X7,False,False,True
"high affinity 3',5'-cyclic-AMP phosphodiesterase 7A isoform X1",True,False,False
structural maintenance of chromosomes protein 1A isoform X2,True,True,True
ribose-phosphate pyrophosphokinase 1 isoform X2,False,True,False
serine/threonine-protein phosphatase 4 regulatory subunit 3A isoform X2,True,True,True
uncharacterized protein LOC128055548,False,True,False
H(+)/Cl(-) exchange transporter 5,False,True,False
peroxisome proliferator-activated receptor gamma isoform X11,False,False,True
DENN domain-containing protein 2B isoform X2,True,False,False
ankyrin repeat and SOCS box protein 13,True,True,True
E3 ubiquitin-protein ligase ZNRF4,True,True,True
oxysterol-binding protein-related protein 1 isoform X3,True,False,True
ATP-binding cassette sub-family D member 3,True,True,False
threonylcarbamoyladenosine tRNA methylthiotransferase isoform X7,False,False,True
ankyrin repeat domain-containing protein 12,False,True,False
guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3 isoform X3,True,False,False
"aspartate aminotransferase, mitochondrial",True,True,True
myelin regulatory factor-like protein isoform X1,False,False,True
transcription factor GATA-5,True,True,True
guanine nucleotide exchange factor subunit RIC1 isoform X7,False,False,True
GATA-type zinc finger protein 1 isoform X1,False,False,True
anion exchange protein 3 isoform X2,False,False,True
DNA-directed RNA polymerase III subunit RPC7 isoform X2,True,False,True
TBC1 domain family member 25,True,False,True
la-related protein 7,False,True,False
transmembrane protein 108 isoform X1,False,False,True
tyrosine-protein phosphatase non-receptor type 14 isoform X2,False,True,True
protein ITPRID2 isoform X2,False,False,True
proteasome subunit beta type-8,False,True,False
RNA-binding protein with multiple splicing 2,False,True,False
doublesex- and mab-3-related transcription factor 2 isoform X6,False,False,True
interferon-induced protein 44-like isoform X1,False,False,True
"alpha-aminoadipic semialdehyde synthase, mitochondrial",False,True,False
tetraspanin-32,False,True,False
"arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3 isoform X2",True,True,True
"glutamate receptor ionotropic, delta-2-like",True,False,False
protein FAM13B isoform X6,False,False,True
"NACHT, LRR and PYD domains-containing protein 14 isoform X2",False,False,True
APOBEC1 complementation factor isoform X5,False,False,True
activin receptor type-1B isoform X2,True,False,False
low-density lipoprotein receptor class A domain-containing protein 1 isoform X6,True,False,False
nuclear receptor subfamily 4 group A member 3 isoform X5,False,False,True
TP53-binding protein 1 isoform X5,False,False,True
LOW QUALITY PROTEIN: sphingomyelin phosphodiesterase,True,False,False
gametogenetin-binding protein 2 isoform X4,True,True,True
testis-expressed protein 2 isoform X1,False,True,True
zinc transporter ZIP3 isoform X1,False,False,True
F-box only protein 28,True,True,True
protein FAM83F isoform X2,False,False,True
protein KASH5 isoform X8,False,False,True
"3',5'-cyclic-AMP phosphodiesterase 4A isoform X3",True,False,False
NEDD4-binding protein 1,False,True,False
glycoprotein Xg isoform X20,False,False,True
apoptosis facilitator Bcl-2-like protein 14 isoform X5,False,False,True
methyl-CpG-binding domain protein 5 isoform X1,True,False,True
formin-like protein 5,False,False,True
THO complex subunit 5 isoform X5,True,False,False
glycerophosphodiester phosphodiesterase domain-containing protein 4 isoform X9,False,False,True
nuclear receptor coactivator 3 isoform X2,False,False,True
cathelicidin-4-like,True,True,True
EMI domain-containing protein 1 isoform X7,True,False,False
clusterin,True,True,True
mitogen-activated protein kinase kinase kinase kinase 4 isoform X26,True,False,True
beta-crystallin B1 isoform X2,False,False,True
chloride intracellular channel protein 2 isoform X2,False,True,False
fascin-2 isoform X1,False,False,True
"cytochrome c1, heme protein, mitochondrial isoform X1",False,False,True
cilia- and flagella-associated protein 90,True,False,False
"myosin regulatory light chain 2, ventricular/cardiac muscle isoform isoform X2",False,True,True
complement component C6,True,True,True
LOW QUALITY PROTEIN: ciliogenesis and planar polarity effector 1,True,False,False
transmembrane protease serine 13 isoform X1,False,False,True
poly(rC)-binding protein 2 isoform X15,False,True,True
elongin BC and Polycomb repressive complex 2-associated protein,True,True,True
myelin-associated oligodendrocyte basic protein isoform X2,False,False,True
LOW QUALITY PROTEIN: deleted in malignant brain tumors 1 protein,False,True,False
CLIP-associating protein 1 isoform X13,False,False,True
"28S ribosomal protein S14, mitochondrial-like",False,False,True
large ribosomal subunit protein eL21-like,True,False,False
heat shock 70 kDa protein 12B isoform X2,False,False,True
"spectrin alpha chain, non-erythrocytic 1 isoform X6",True,True,True
lymphoid enhancer-binding factor 1 isoform X5,True,False,True
dual specificity protein phosphatase 16 isoform X2,False,True,False
putative claudin-25,True,True,True
LOW QUALITY PROTEIN: two pore channel protein 1,True,False,False
glucose-6-phosphate isomerase,True,True,True
transcriptional regulatory protein AlgP-like,True,False,False
ras and Rab interactor-like protein isoform X2,True,False,True
LOW QUALITY PROTEIN: contactin-6,True,False,False
syntaxin-12 isoform X2,False,False,True
armadillo repeat-containing protein 7 isoform X3,False,False,True
ankyrin-2 isoform X17,True,False,True
sialic acid-binding Ig-like lectin 15,True,True,False
"peptide chain release factor 1, mitochondrial",True,True,False
"FAST kinase domain-containing protein 3, mitochondrial isoform X2",False,False,True
fibroblast growth factor 9,True,True,False
neuronal PAS domain-containing protein 3,True,True,False
sodium/potassium-transporting ATPase subunit alpha-4 isoform X2,False,False,True
transcription cofactor vestigial-like protein 2 isoform X4,False,False,True
"short-chain specific acyl-CoA dehydrogenase, mitochondrial isoform X1",True,False,True
tRNA N6-adenosine threonylcarbamoyltransferase isoform X1,True,False,False
developmental pluripotency-associated protein 3,True,True,True
COMM domain-containing protein 8 isoform X1,False,False,True
general transcription factor II-I repeat domain-containing protein 2 isoform X4,False,False,True
pericentrin isoform X11,True,False,True
CAAX prenyl protease 2 isoform X2,True,True,True
alpha-taxilin,True,False,False
rho GTPase-activating protein 6 isoform X4,True,False,True
protein GUCD1 isoform X9,True,False,False
interleukin-34 isoform X2,True,False,True
SKI/DACH domain-containing protein 1 isoform X1,False,False,True
mediator of RNA polymerase II transcription subunit 31,True,False,True
collectrin,True,True,False
protein unc-79 homolog isoform X2,True,False,True
cytochrome P450 2D6,True,False,False
neuropeptide FF receptor 1,True,True,True
transcriptional repressor protein YY1,True,True,True
trafficking protein particle complex subunit 2-like protein isoform X2,True,False,True
pleckstrin isoform X2,False,False,True
kinesin-like protein KIF1A,True,True,False
olfactory receptor 1019,False,True,True
"POU domain, class 3, transcription factor 2",True,True,True
receptor-type tyrosine-protein phosphatase delta isoform X17,False,False,True
transcription factor 25 isoform X2,False,False,True
centrosomal protein of 76 kDa isoform X1,True,False,False
transcription factor Sp2 isoform X2,True,True,True
synaptojanin-2 isoform X4,False,False,True
mitochondrial pyruvate carrier 2,True,True,True
repulsive guidance molecule B,True,True,True
LOW QUALITY PROTEIN: protein FRG1,False,False,True
snRNA-activating protein complex subunit 5 isoform X2,True,True,True
"ATP-binding cassette sub-family B member 10, mitochondrial isoform X1",True,False,False
TBC1 domain family member 22A,True,True,False
GDNF-inducible zinc finger protein 1 isoform X1,True,False,True
RCC1 and BTB domain-containing protein 1 isoform X2,True,False,True
Nance-Horan syndrome protein isoform X6,False,False,True
LOW QUALITY PROTEIN: protocadherin beta-8,True,False,False
megakaryocyte-associated tyrosine-protein kinase,False,True,False
SPRY domain-containing SOCS box protein 2 isoform X1,True,False,False
regulator of telomere elongation helicase 1 isoform X5,True,True,True
activating molecule in BECN1-regulated autophagy protein 1 isoform X1,True,True,True
bone morphogenetic protein receptor type-1A isoform X2,True,False,False
lymphotoxin-alpha,True,True,True
protein RUFY3 isoform X15,False,False,True
galectin-4,True,True,False
PRELI domain containing protein 3A isoform X13,False,False,True
GPI-anchor transamidase,True,True,False
small ribosomal subunit protein mS23 isoform X2,True,False,False
myosin-binding protein H,True,True,True
"centriole, cilia and spindle-associated protein isoform X4",True,False,True
phospholipase A2 isoform X2,False,False,True
inactive phospholipid phosphatase 7 isoform X7,False,False,True
GMP synthase [glutamine-hydrolyzing] isoform X2,True,False,False
structural maintenance of chromosomes protein 2,True,True,True
regulator of chromosome condensation isoform X6,False,False,True
poly(rC)-binding protein 1,True,True,True
alpha-tubulin N-acetyltransferase 1 isoform X6,False,False,True
synaptic functional regulator FMR1 isoform X6,False,False,True
protein MIX23 isoform X3,False,True,False
"protein adenylyltransferase SelO, mitochondrial",True,True,True
coiled-coil domain-containing protein 138 isoform X3,True,True,True
kynurenine--oxoglutarate transaminase 3 isoform X1,True,True,True
tubulin beta chain,False,True,True
LOW QUALITY PROTEIN: inhibitor of carbonic anhydrase,True,False,False
apoptosis-resistant E3 ubiquitin protein ligase 1 isoform X4,False,False,True
protein LSM14 homolog A isoform X4,True,False,True
protein bicaudal C homolog 1 isoform X2,True,False,True
armadillo repeat-containing protein 10,False,False,True
IQ domain-containing protein E isoform X14,False,False,True
fibronectin type III domain-containing protein 11,True,True,False
serine/threonine-protein kinase B-raf isoform X5,True,False,True
zinc finger protein 512B isoform X3,True,False,False
transformer-2 protein homolog beta isoform X1,True,False,True
leukocyte immunoglobulin-like receptor subfamily B member 3 isoform X4,False,False,True
"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",True,True,True
nucleoporin NUP188,True,False,False
TBC1 domain family member 9 isoform X9,False,False,True
OCIA domain-containing protein 2,True,True,True
serine/threonine-protein kinase WNK1 isoform X19,False,False,True
transmembrane protein 121,True,True,True
homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein isoform X4,False,False,True
peroxisomal sarcosine oxidase,True,True,False
GTP-binding protein 8 isoform X5,True,False,False
aquaporin-6,True,True,True
inositol polyphosphate-5-phosphatase A isoform X3,True,False,False
"DNA-directed RNA polymerases I, II, and III subunit RPABC3",True,True,True
neurotrophic factor BDNF precursor form isoform X2,True,False,False
elongin-C-like,False,False,True
ubiquitin-associated protein 2-like isoform X3,True,True,True
neurogenic locus notch homolog protein 2 isoform X4,False,False,True
gastric inhibitory polypeptide receptor isoform X4,False,False,True
mRNA cap guanine-N7 methyltransferase isoform X2,False,True,True
killer cell lectin-like receptor subfamily G member 2,True,True,True
uncharacterized protein LOC102415281 isoform X3,False,False,True
dachshund homolog 1 isoform X3,False,False,True
titin-like,True,False,False
"NACHT, LRR and PYD domains-containing protein 2 isoform X3",False,False,True
axin-2 isoform X2,True,False,False
cyclin-dependent kinase 7 isoform X6,False,False,True
lysosomal amino acid transporter 1 homolog isoform X3,True,False,True
interferon regulatory factor 9 isoform X3,True,False,True
protein O-mannosyl-transferase 2 isoform X3,True,True,True
C2 domain-containing protein 3 isoform X5,False,False,True
netrin receptor DCC isoform X4,False,False,True
protein patched homolog 2 isoform X3,True,False,True
ribosomal protein S6 kinase alpha-1 isoform X3,True,False,True
copine-3 isoform X2,False,False,True
RING-type E3 ubiquitin-protein ligase PPIL2 isoform X2,True,False,True
zinc finger protein 567 isoform X3,False,False,True
actin-histidine N-methyltransferase isoform X1,True,True,True
sickle tail protein homolog isoform X3,False,True,True
RNA-binding protein 15,True,True,True
traB domain-containing protein,True,True,False
homeobox protein Hox-D13,False,True,True
sodium channel protein type 5 subunit alpha isoform X5,True,False,True
lysosome-associated membrane glycoprotein 1 isoform X1,False,False,True
splicing regulator ARVCF isoform X4,True,True,False
T-box transcription factor TBX19 isoform X5,False,False,True
peroxisomal acyl-coenzyme A oxidase 3 isoform X6,False,False,True
ETS translocation variant 3-like protein isoform X5,False,False,True
nesprin-2 isoform X6,True,False,True
adenylate kinase 8 isoform X4,True,False,True
LOW QUALITY PROTEIN: guanylate cyclase 2D-like,False,False,True
runt-related transcription factor 2 isoform X1,True,False,True
proline-rich protein 23C-like,False,True,True
coiled-coil domain-containing protein 136 isoform X4,False,False,True
tRNA N6-adenosine threonylcarbamoyltransferase isoform X2,True,False,False
inactive rhomboid protein 1 isoform X4,False,True,False
tripartite motif-containing protein 42,True,True,True
"poly(A) RNA polymerase, mitochondrial isoform X2",False,False,True
mitochondrial inner membrane protease subunit 1 isoform X1,True,True,True
LOW QUALITY PROTEIN: N-alpha-acetyltransferase 50-like,True,False,False
E3 ubiquitin-protein ligase TRIM17,True,True,True
C-type lectin domain family 1 member B,False,True,False
dual specificity mitogen-activated protein kinase kinase 1 isoform X1,True,False,True
carboxypeptidase A4 isoform X3,True,False,False
iporin isoform X6,False,False,True
autoimmune regulator,False,True,True
metalloreductase STEAP2 isoform X1,False,False,True
ELMO domain-containing protein 3 isoform X2,False,True,False
thrombospondin-3 isoform X2,False,True,False
12S rRNA N4-methylcytidine (m4C) methyltransferase isoform X1,False,True,True
pre-rRNA-processing protein TSR1 homolog isoform X3,False,False,True
F-box/LRR-repeat protein 8,True,True,True
A-kinase anchor protein 11,False,True,False
ubiquitin carboxyl-terminal hydrolase 43 isoform X3,True,False,False
transcriptional activator protein Pur-alpha isoform X2,True,False,False
paired box protein Pax-6 isoform X3,False,False,True
low-density lipoprotein receptor-related protein 6 isoform X8,False,False,True
WD repeat-containing protein 5,True,True,False
calcium-dependent secretion activator 1 isoform X4,False,False,True
T-complex protein 11-like protein 2,False,True,True
"calcium uniporter protein, mitochondrial isoform X1",False,True,True
zinc finger CCCH domain-containing protein 14 isoform X6,True,False,True
disco-interacting protein 2 homolog C isoform X8,False,False,True
meiosis inhibitor protein 1 isoform X2,False,False,True
prostaglandin-H2 D-isomerase,True,True,True
FRAS1-related extracellular matrix protein 2 isoform X1,False,False,True
"succinate dehydrogenase assembly factor 2, mitochondrial isoform X2",True,False,True
synaptosomal-associated protein 25,True,True,False
protein transport protein Sec31A isoform X9,True,False,True
pleckstrin homology domain-containing family A member 4 isoform X3,True,True,True
vesicle-trafficking protein SEC22b isoform X3,False,True,False
MHC class II regulatory factor RFX1,False,True,False
LOW QUALITY PROTEIN: cullin-5,False,True,False
peptidyl-prolyl cis-trans isomerase E isoform X2,True,False,True
zinc finger protein 174 isoform X2,True,False,False
uncharacterized protein LOC102391272 isoform X5,False,False,True
uncharacterized protein LOC102407694 isoform X8,False,False,True
LOW QUALITY PROTEIN: calmodulin-like protein 6,True,True,True
coiled-coil domain-containing protein 158,False,True,False
myocyte-specific enhancer factor 2C isoform X8,False,False,True
voltage-dependent calcium channel gamma-1 subunit,False,True,True
structural maintenance of chromosomes protein 1B isoform X4,False,False,True
malignant T-cell-amplified sequence 1-like,False,True,False
tripartite motif-containing protein 77 isoform X3,False,False,True
constitutive coactivator of peroxisome proliferator-activated receptor gamma isoform X1,True,True,True
keratin-associated protein 4-1-like isoform X2,False,False,True
aminopeptidase NAALADL1,True,True,True
SUN domain-containing protein 1 isoform X6,True,False,True
guanine nucleotide-binding protein G(i) subunit alpha-1,True,True,True
neogenin isoform X7,False,False,True
transmembrane protein 168,False,True,True
protocadherin-11 X-linked,False,True,False
probable U3 small nucleolar RNA-associated protein 11 isoform X1,False,False,True
protein YAE1 homolog,True,True,True
ubiquitin carboxyl-terminal hydrolase 43 isoform X4,True,False,False
dedicator of cytokinesis protein 8 isoform X1,True,False,False
geminin coiled-coil domain-containing protein 1,True,True,True
PAK4-inhibitor INKA1,True,True,True
rod outer segment membrane protein 1,True,True,True
serine/threonine-protein kinase Nek11 isoform X13,False,False,True
CCN family member 4,False,True,False
thymus-specific serine protease-like,False,True,False
"myosin-binding protein C, slow-type isoform X7",True,False,True
poly [ADP-ribose] polymerase 2,True,True,False
LOW QUALITY PROTEIN: uncharacterized protein C2orf81 homolog,True,False,False
chemokine-like protein TAFA-2,True,True,False
putative uncharacterized protein C3orf49 homolog,False,True,False
desmocollin-2 isoform X1,True,False,True
gamma-aminobutyric acid receptor subunit rho-1,True,True,True
G protein-activated inward rectifier potassium channel 1,False,True,False
UPF0575 protein C19orf67 homolog,True,True,True
ankyrin-2 isoform X30,False,False,True
ecto-NOX disulfide-thiol exchanger 2 isoform X2,True,False,True
calpain-10 isoform X2,True,True,True
zinc finger and SCAN domain-containing protein 30,True,True,False
peptidyl-prolyl cis-trans isomerase E isoform X4,False,False,True
golgin subfamily A member 5 isoform X1,True,True,True
potassium voltage-gated channel subfamily H member 2 isoform X11,False,False,True
60S ribosomal protein L38 isoform X2,False,False,True
thromboxane-A synthase isoform X4,False,False,True
LOW QUALITY PROTEIN: olfactory receptor 51A7-like,True,False,False
angiomotin isoform X1,True,False,True
pumilio homolog 1 isoform X14,True,False,True
dynein axonemal light chain 4 isoform X3,True,False,True
rho guanine nucleotide exchange factor 28 isoform X10,False,False,True
DNA (cytosine-5)-methyltransferase 3A isoform X2,True,True,True
BRD4-interacting chromatin-remodeling complex-associated protein-like isoform X1,False,True,True
probable serine carboxypeptidase CPVL isoform X2,True,False,False
probable tubulin polyglutamylase TTLL2,False,True,True
zinc finger and BTB domain-containing protein 5,False,True,False
TM2 domain-containing protein 1 isoform X1,True,False,True
RNA-binding protein Raly isoform X1,True,True,True
leukocyte immunoglobulin-like receptor subfamily A member 5,False,True,False
diacylglycerol kinase gamma isoform X5,False,False,True
syntaxin-7,True,True,True
UPF0561 protein C2orf68 homolog,True,True,True
coactosin-like protein,False,True,True
excitatory amino acid transporter 3,True,True,True
DNA polymerase theta,False,True,False
inducible T-cell costimulator isoform X2,False,False,True
inositol polyphosphate 4-phosphatase type II isoform X1,True,False,True
pre-mRNA-splicing regulator WTAP isoform X1,False,True,True
antizyme inhibitor 2 isoform X1,True,False,True
"histidine--tRNA ligase, mitochondrial isoform X5",False,False,True
mitochondrial import receptor subunit TOM40B isoform X1,True,False,True
phosphoinositide 3-kinase regulatory subunit 5 isoform X2,True,False,True
E3 ubiquitin-protein ligase RFWD3,False,True,False
dynein axonemal heavy chain 11 isoform X2,True,False,True
aldo-keto reductase family 1 member D1 isoform X1,True,False,False
maestro heat-like repeat-containing protein family member 1 isoform X8,True,False,True
rap guanine nucleotide exchange factor 2 isoform X15,True,False,True
uncharacterized protein LOC102411304 isoform X1,False,False,True
protein Shroom4 isoform X2,True,False,True
microfibrillar-associated protein 5 isoform X2,True,True,True
cAMP-regulated phosphoprotein 21 isoform X6,True,True,True
tubulin alpha-1A chain isoform X2,False,True,False
uncharacterized protein LOC112585126 isoform X1,False,False,True
glycerophosphodiester phosphodiesterase domain-containing protein 5 isoform X2,True,False,True
dynactin subunit 1 isoform X3,True,True,True
ral GTPase-activating protein subunit alpha-1 isoform X7,True,False,True
nuclear pore complex protein Nup88,False,True,True
solute carrier organic anion transporter family member 5A1 isoform X2,True,False,True
SCL-interrupting locus protein isoform X1,True,False,True
"3-ketoacyl-CoA thiolase, peroxisomal isoform X1",False,False,True
"1,5-anhydro-D-fructose reductase isoform X2",False,False,True
phospholipase ABHD3 isoform X1,False,False,True
histone acetyltransferase KAT5 isoform X1,True,True,True
pre-rRNA-processing protein TSR1 homolog isoform X2,True,False,True
tubulin-specific chaperone A,True,True,True
LOW QUALITY PROTEIN: V-set and immunoglobulin domain-containing protein 4,False,True,False
transmembrane domain-containing protein TMIGD3-like,False,True,False
intersectin-2 isoform X1,True,False,True
general transcription factor II-I repeat domain-containing protein 1 isoform X3,True,False,True
CUB and sushi domain-containing protein 3,False,True,False
disks large homolog 2 isoform X28,False,False,True
probable transmembrane reductase CYB561D1 isoform X4,True,False,False
C2 domain-containing protein 2 isoform X1,False,False,True
complement C1q tumor necrosis factor-related protein 2,False,True,True
transcription factor SOX-5 isoform X5,True,False,True
olfactory receptor 10H2,True,False,False
"LOW QUALITY PROTEIN: primary amine oxidase, liver isozyme-like",False,False,True
threonine synthase-like 2 isoform X3,True,False,True
STE20/SPS1-related proline-alanine-rich protein kinase isoform X1,False,False,True
mitochondrial ribonuclease P catalytic subunit-like,False,True,False
desmocollin-3 isoform X2,True,False,True
latent-transforming growth factor beta-binding protein 4 isoform X3,True,False,False
inhibitor of growth protein 2,True,True,True
X-linked retinitis pigmentosa GTPase regulator isoform X2,False,False,True
interleukin-13 receptor subunit alpha-2,True,True,False
retrotransposon-derived protein PEG10 isoform 3,False,False,True
V-type proton ATPase 116 kDa subunit a 1 isoform X2,True,True,False
"tetratricopeptide repeat protein 19, mitochondrial isoform X2",True,False,True
"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",False,True,True
leucine-rich repeat-containing protein 74B,True,True,True
LOW QUALITY PROTEIN: non-structural maintenance of chromosomes element 1 homolog,True,False,False
"deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial isoform X2",True,True,True
G8 domain-containing protein DDB_G0286311-like isoform X1,False,False,True
large neutral amino acids transporter small subunit 4,False,True,False
E3 ubiquitin-protein ligase ARIH1 isoform X2,True,False,True
uridine phosphorylase 2,True,True,False
LOW QUALITY PROTEIN: olfactory receptor 4C5-like,True,True,True
transcription factor ETV6 isoform X1,True,False,True
LOW QUALITY PROTEIN: unconventional myosin-Vb,True,True,False
inositol monophosphatase 2,True,False,False
transmembrane protein 68,False,True,False
CTP synthase 2 isoform X2,False,True,True
RING finger protein 207 isoform X2,False,False,True
NADPH oxidase organizer 1 isoform X2,False,False,True
E3 ubiquitin-protein ligase RNF4,True,True,False
protogenin,True,True,False
dynein regulatory complex protein 11 isoform X1,True,False,False
brain-enriched guanylate kinase-associated protein isoform X1,True,False,True
putative methyltransferase-like protein 7A,False,True,False
coiled-coil domain-containing protein 158 isoform X16,False,False,True
LOW QUALITY PROTEIN: eukaryotic translation initiation factor 4E-binding protein 3,True,False,False
retroelement silencing factor 1 isoform X3,True,False,True
protein phosphatase 1M,False,True,False
FGFR1 oncogene partner 2,False,True,False
nuclear envelope integral membrane protein 2,True,True,False
ran-binding protein 17 isoform X7,True,False,False
septin-4 isoform X6,False,False,True
adhesion G protein-coupled receptor L1 isoform X1,False,False,True
exocyst complex component 3-like protein isoform X3,True,False,True
gasdermin-E isoform X4,False,False,True
spermatogenesis-associated protein 32,True,False,False
transmembrane and coiled-coil domain-containing protein 3 isoform X10,False,False,True
zinc finger protein Gfi-1 isoform X2,False,False,True
alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 isoform X6,False,False,True
tether containing UBX domain for GLUT4 isoform X2,True,False,True
TP53-binding protein 1 isoform X1,True,False,True
nuclear distribution protein nudE homolog 1 isoform X1,True,False,True
coiled-coil domain-containing protein 88B isoform X4,False,False,True
uridine-cytidine kinase-like 1 isoform X5,True,True,True
leukocyte immunoglobulin-like receptor subfamily A member 3,False,False,True
"beta-1,4-galactosyltransferase 5 isoform X5",False,False,True
histone H1.0,True,True,True
iron-sulfur cluster transfer protein NUBPL isoform X2,True,False,False
palmitoyltransferase ZDHHC2 isoform X3,False,True,False
DNA-directed RNA polymerase II subunit RPB4 isoform X3,False,False,True
HERV-H LTR-associating protein 2 isoform X8,False,False,True
homeobox protein cut-like 1 isoform X1,False,False,True
highly divergent homeobox,True,True,False
DNA dC->dU-editing enzyme APOBEC-3B,True,False,False
kinase D-interacting substrate of 220 kDa isoform X1,False,True,True
uncharacterized protein LOC123328934 isoform X2,False,False,True
transmembrane protein 116 isoform X4,True,False,True
eukaryotic elongation factor 2 kinase isoform X1,True,True,False
LOW QUALITY PROTEIN: N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,True,False,False
LOW QUALITY PROTEIN: cardiotrophin-2-like,True,False,False
serine/threonine-protein kinase DCLK1 isoform X4,False,False,True
renin isoform X2,True,False,False
FHF complex subunit HOOK interacting protein 2B isoform X3,False,True,True
microcephalin isoform X1,True,True,True
deleted in malignant brain tumors 1 protein isoform X27,False,False,True
putative GTP-binding protein 6 isoform X1,False,False,True
synaptotagmin-12 isoform X2,False,False,True
"probable cysteine--tRNA ligase, mitochondrial isoform X5",True,False,False
polymerase delta-interacting protein 3 isoform X1,True,True,True
FRAS1-related extracellular matrix protein 2,False,True,False
oxysterol-binding protein-related protein 2 isoform X1,False,True,False
protein strawberry notch homolog 2 isoform X6,False,True,True
ubiquitin carboxyl-terminal hydrolase 19 isoform X7,False,False,True
pseudouridine-5'-phosphatase isoform X2,True,True,True
rho GTPase-activating protein 21 isoform X5,False,False,True
phospholipid phosphatase 3 isoform X1,False,False,True
interleukin-1 beta,True,True,True
mesoderm induction early response protein 1 isoform X10,False,False,True
DENN domain-containing protein 1A isoform X4,True,False,True
exportin-1 isoform X2,True,False,True
coiled-coil domain-containing protein 66 isoform X1,True,False,True
zinc transporter ZIP12 isoform X1,False,False,True
guanine nucleotide exchange factor MSS4,True,True,True
pecanex-like protein 1 isoform X1,False,True,True
SH2 domain-containing protein 3A isoform X3,True,False,True
olfactory receptor 2B11-like,True,True,True
DNA-directed RNA polymerase III subunit RPC2,False,True,False
"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform isoform X3",False,False,True
ceramide synthase 1 isoform X2,True,False,True
histone H2A type 2-C,True,True,True
uncharacterized protein LOC112580248 isoform X5,False,False,True
"mamu class II histocompatibility antigen, DR alpha chain",True,True,False
protein transport protein Sec24A isoform X2,True,False,True
tensin-1 isoform X4,True,False,True
