Gene_Product,In_WildYak,In_Takin,In_WaterBuffalo
disabled homolog 2-interacting protein isoform X3,True,True,True
transcription factor COE3 isoform X6,True,True,True
transmembrane protein 238,True,True,True
pituitary homeobox 2 isoform X3,True,True,True
melanoma-associated antigen D4 isoform X1,True,True,True
adenylosuccinate lyase,True,True,True
transmembrane 4 L6 family member 1,True,True,True
26S proteasome non-ATPase regulatory subunit 2,True,True,True
tRNA wybutosine-synthesizing protein 2 homolog,True,True,True
polycomb protein SCMH1 isoform X4,True,True,True
protein FAM240C,True,True,True
receptor expression-enhancing protein 1 isoform X5,True,True,True
DNA replication complex GINS protein PSF2,True,True,True
5-hydroxytryptamine receptor 1F,True,True,True
CDAN1-interacting nuclease 1 isoform X2,True,True,True
E3 ubiquitin-protein ligase TRIP12 isoform X10,True,True,True
transmembrane protein 125,True,True,True
"glutaredoxin-related protein 5, mitochondrial",True,True,True
vascular endothelial zinc finger 1 isoform X3,True,True,True
zinc finger protein 697,True,True,True
dual specificity mitogen-activated protein kinase kinase 7 isoform X2,True,True,True
cholesterol 24-hydroxylase,True,True,True
protein reprimo,True,True,True
homeobox protein Hox-A9,True,True,True
sorbitol dehydrogenase,True,True,True
acyl-CoA wax alcohol acyltransferase 1,True,True,True
ubiquitin-associated protein 1-like,True,True,True
CCAAT/enhancer-binding protein zeta,True,True,True
ecto-ADP-ribosyltransferase 3 isoform X1,True,True,True
calcineurin subunit B type 2,True,True,True
heme-binding protein 1,True,True,True
protein capicua homolog isoform X1,True,True,True
pleckstrin homology-like domain family B member 1 isoform X2,True,True,True
exosome complex component MTR3,True,True,True
splicing factor 3B subunit 3,True,True,True
transmembrane protein 185B,True,True,True
probable G-protein coupled receptor 149,True,True,True
protein pelota homolog,True,True,True
"keratin, type II cytoskeletal 71",True,True,True
TERF1-interacting nuclear factor 2 isoform X3,True,True,True
stanniocalcin-1,True,True,True
dual specificity protein kinase CLK2 isoform X5,True,True,True
transmembrane protein 89,True,True,True
kelch-like protein 26 isoform X1,True,True,True
endoplasmin,True,True,True
jerky protein homolog,True,True,True
glucose-6-phosphate 1-dehydrogenase isoform X3,True,True,True
sickle tail protein homolog isoform X1,True,True,True
potassium voltage-gated channel subfamily A member 1,True,True,True
V-set and transmembrane domain-containing protein 5,True,True,True
heat shock protein 105 kDa isoform X2,True,True,True
muscleblind-like protein 1 isoform X3,True,True,True
proenkephalin-A,True,True,True
E3 ubiquitin-protein ligase rififylin isoform X2,True,True,True
T-cell acute lymphocytic leukemia protein 2,True,True,True
ankyrin repeat and SOCS box protein 12,True,True,True
AMP deaminase 1 isoform X1,True,True,True
olfactory receptor 52B2,True,True,True
olfactory receptor 8S1-like,True,True,True
cerebellin-1,True,True,True
transmembrane 4 L6 family member 19,True,True,True
transmembrane protein 268 isoform X1,True,True,True
double-stranded RNA-binding protein Staufen homolog 2 isoform X2,True,True,True
exportin-6 isoform X1,True,True,True
transmembrane protein 100,True,True,True
clustered mitochondria protein homolog isoform X1,True,True,True
uncharacterized protein C6orf62 homolog isoform X1,True,True,True
ribosomal L1 domain-containing protein 1,True,True,True
RNA polymerase II elongation factor ELL3,True,True,True
collagen alpha-1(XVIII) chain isoform X2,True,True,True
mediator of RNA polymerase II transcription subunit 25 isoform X3,True,True,True
cyclin-dependent kinase 4 inhibitor B,True,True,True
proteinase-activated receptor 2,True,True,True
transgelin-2,True,True,True
xaa-Pro aminopeptidase 3 isoform X2,True,True,True
cyclin-G1,True,True,True
transmembrane and death domain protein 1,True,True,True
mitochondrial basic amino acids transporter isoform X1,True,True,True
muscleblind-like protein 1 isoform X1,True,True,True
disks large homolog 4 isoform X1,True,True,True
serine/threonine-protein kinase ULK1 isoform X3,True,True,True
olfactory receptor 6C74,True,True,True
angiopoietin-related protein 7,True,True,True
protein PAT1 homolog 1 isoform X2,True,True,True
thy-1 membrane glycoprotein,True,True,True
protein MIS12 homolog,True,True,True
"troponin T, fast skeletal muscle isoform X5",True,True,True
integrin-linked kinase-associated serine/threonine phosphatase 2C isoform X1,True,True,True
phospholipid phosphatase 1 isoform X1,True,True,True
myelin basic protein isoform X4,True,True,True
thymopoietin isoform X1,True,True,True
heterogeneous nuclear ribonucleoprotein A/B isoform X2,True,True,True
mediator of RNA polymerase II transcription subunit 10,True,True,True
ecto-ADP-ribosyltransferase 3 isoform X4,True,True,True
protocadherin alpha-7-like,True,True,True
protein O-mannosyl-transferase 2 isoform X2,True,True,True
tumor necrosis factor receptor superfamily member EDAR,True,True,True
"ribosome-recycling factor, mitochondrial isoform X2",True,True,True
mitogen-activated protein kinase kinase kinase 8,True,True,True
retinol-binding protein 3,True,True,True
taste receptor type 2 member 16,True,True,True
mitochondrial import inner membrane translocase subunit Tim29,True,True,True
sequestosome-1 isoform X2,True,True,True
protein salvador homolog 1,True,True,True
SLIT and NTRK-like protein 4,True,True,True
"HIG1 domain family member 1A, mitochondrial",True,True,True
galectin-related protein,True,True,True
protein zyg-11 homolog B isoform X1,True,True,True
succinate--hydroxymethylglutarate CoA-transferase isoform X3,True,True,True
GPI mannosyltransferase 1,True,True,True
liprin-beta-1 isoform X1,True,True,True
homeobox protein SIX2 isoform X2,True,True,True
"guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 isoform X1",True,True,True
importin-4,True,True,True
ADP-ribosylation factor-like protein 4C,True,True,True
twist-related protein 1,True,True,True
probable RNA-binding protein 18,True,True,True
syntaxin-10 isoform X3,True,True,True
olfactory receptor 5B2-like,True,True,True
protein phosphatase 1 regulatory subunit 3F isoform X2,True,True,True
transmembrane protein 258,True,True,True
transmembrane protein 267,True,True,True
"cytochrome c oxidase subunit 5A, mitochondrial",True,True,True
R-spondin-1,True,True,True
small integral membrane protein 19,True,True,True
C-C chemokine receptor type 3,True,True,True
transmembrane protein 81,True,True,True
forkhead box protein B2,True,True,True
ras-related protein Rab-39B,True,True,True
MAP3K7 C-terminal-like protein isoform X2,True,True,True
endosome-associated-trafficking regulator 1 isoform X1,True,True,True
embryonic growth/differentiation factor 1,True,True,True
lysophospholipase D GDPD3 isoform X2,True,True,True
nuclear envelope integral membrane protein 1,True,True,True
ribose-phosphate pyrophosphokinase 3,True,True,True
serine/threonine-protein kinase ULK2 isoform X1,True,True,True
eukaryotic peptide chain release factor GTP-binding subunit ERF3A isoform X1,True,True,True
zinc finger protein ZPR1,True,True,True
LIM domain-binding protein 1 isoform X3,True,True,True
protein phosphatase methylesterase 1 isoform X2,True,True,True
"methylglutaconyl-CoA hydratase, mitochondrial isoform X1",True,True,True
protein Smaug homolog 1 isoform X1,True,True,True
PRA1 family protein 2,True,True,True
protein ABHD8,True,True,True
retinol-binding protein 2,True,True,True
neuroguidin isoform X2,True,True,True
perforin-1,True,True,True
eukaryotic translation initiation factor 2-alpha kinase 3,True,True,True
protein FAM83B,True,True,True
"glycogen phosphorylase, liver form isoform X2",True,True,True
eukaryotic translation elongation factor 1 epsilon-1 isoform X2,True,True,True
deaminated glutathione amidase isoform X1,True,True,True
far upstream element-binding protein 1 isoform X6,True,True,True
serine incorporator 2 isoform X1,True,True,True
protein FAM193A isoform X2,True,True,True
DNA repair protein REV1 isoform X1,True,True,True
SUN domain-containing protein 2 isoform X2,True,True,True
ferredoxin-fold anticodon-binding domain-containing protein 1,True,True,True
RILP-like protein 2 isoform X1,True,True,True
protein disulfide-isomerase-like protein of the testis,True,True,True
coronin-7 isoform X2,True,True,True
perilipin-2 isoform X1,True,True,True
olfactory receptor 10A5,True,True,True
pirin isoform X2,True,True,True
elongin-C,True,True,True
GRB10-interacting GYF protein 2 isoform X1,True,True,True
terminal nucleotidyltransferase 5D,True,True,True
mediator of RNA polymerase II transcription subunit 24 isoform X1,True,True,True
solute carrier family 12 member 4 isoform X1,True,True,True
"complement component 1 Q subcomponent-binding protein, mitochondrial",True,True,True
sterile alpha motif domain-containing protein 13 isoform X2,True,True,True
"uncharacterized protein C10orf67 homolog, mitochondrial",True,True,True
zinc finger MIZ domain-containing protein 1 isoform X2,True,True,True
BEN domain-containing protein 7 isoform X3,True,True,True
mediator of RNA polymerase II transcription subunit 12 isoform X5,True,True,True
"histone-lysine N-methyltransferase, H3 lysine-79 specific isoform X5",True,True,True
ATP-binding cassette sub-family D member 2,True,True,True
leucine-rich repeat-containing protein 39 isoform X2,True,True,True
microtubule-associated protein RP/EB family member 3 isoform X2,True,True,True
C-C chemokine receptor type 8,True,True,True
protein FAM170B,True,True,True
EH domain-containing protein 4,True,True,True
nuclear receptor coactivator 4 isoform X2,True,True,True
PAN2-PAN3 deadenylation complex catalytic subunit PAN2 isoform X1,True,True,True
DNA excision repair protein ERCC-6,True,True,True
disintegrin and metalloproteinase domain-containing protein 7,True,True,True
tumor protein D54 isoform X6,True,True,True
poly(U)-binding-splicing factor PUF60 isoform X4,True,True,True
calcium-binding protein 4,True,True,True
probable G-protein coupled receptor 141,True,True,True
transcriptional regulator ERG isoform X2,True,True,True
double-strand-break repair protein rad21 homolog,True,True,True
neuralized-like protein 4 isoform X2,True,True,True
cadherin-8,True,True,True
solute carrier family 41 member 3 isoform X2,True,True,True
tropomyosin alpha-1 chain isoform X2,True,True,True
protein PRR14L isoform X1,True,True,True
T cell receptor beta variable 5-5-like,True,True,True
"asparagine--tRNA ligase, cytoplasmic isoform X2",True,True,True
tuftelin-interacting protein 11,True,True,True
transmembrane 6 superfamily member 1 isoform X1,True,True,True
proteasome adapter and scaffold protein ECM29 isoform X1,True,True,True
ectonucleoside triphosphate diphosphohydrolase 4 isoform X1,True,True,True
protein strawberry notch homolog 2 isoform X1,True,True,True
E3 ubiquitin-protein transferase RMND5B isoform X1,True,True,True
protein ABHD13,True,True,True
acylamino-acid-releasing enzyme isoform X2,True,True,True
ribonuclease P protein subunit p30,True,True,True
cyclic AMP-responsive element-binding protein 1 isoform X2,True,True,True
inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X7,True,True,True
glutamine amidotransferase-like class 1 domain-containing protein 1 isoform X2,True,True,True
fibroblast growth factor 4,True,True,True
peptidyl-prolyl cis-trans isomerase FKBP14,True,True,True
haloacid dehalogenase-like hydrolase domain-containing protein 3,True,True,True
dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,True,True,True
claudin-6,True,True,True
phosphatidylcholine:ceramide cholinephosphotransferase 2,True,True,True
regenerating islet-derived protein 4,True,True,True
fibrillin-2,True,True,True
nuclear receptor coactivator 6 isoform X3,True,True,True
BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 isoform X1,True,True,True
myocyte-specific enhancer factor 2C isoform X4,True,True,True
nucleobindin-2,True,True,True
ribosomal protein S6 kinase alpha-5 isoform X2,True,True,True
deoxynucleotidyltransferase terminal-interacting protein 1 isoform X1,True,True,True
kelch-like protein 26 isoform X3,True,True,True
bromodomain-containing protein 9 isoform X2,True,True,True
aspartate beta-hydroxylase domain-containing protein 1,True,True,True
glucocorticoid receptor isoform X1,True,True,True
epidermal growth factor receptor substrate 15-like 1 isoform X5,True,True,True
E3 ubiquitin-protein ligase TRIM38,True,True,True
FYVE and coiled-coil domain-containing protein 1 isoform X3,True,True,True
fibronectin type III and SPRY domain-containing protein 2,True,True,True
receptor-transporting protein 4,True,True,True
non-lysosomal glucosylceramidase,True,True,True
protein S100-A8,True,True,True
glutamyl aminopeptidase,True,True,True
semaphorin-6A isoform X3,True,True,True
host cell factor 1 isoform X6,True,True,True
protein phosphatase 1 regulatory subunit 29,True,True,True
BTB/POZ domain-containing protein KCTD3 isoform X2,True,True,True
sorting nexin-29 isoform X1,True,True,True
collagen alpha-1(XXV) chain,True,True,True
synemin isoform X2,True,True,True
methylosome subunit pICln isoform X2,True,True,True
tyrosyl-DNA phosphodiesterase 1 isoform X1,True,True,True
probable helicase with zinc finger domain isoform X3,True,True,True
peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,True,True,True
oxysterol-binding protein-related protein 6 isoform X3,True,True,True
protein FAM3C,True,True,True
olfactory receptor 6C75,True,True,True
spindlin-2,True,True,True
actin-histidine N-methyltransferase isoform X3,True,True,True
Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 isoform X1,True,True,True
E3 SUMO-protein ligase ZBED1,True,True,True
glucagon receptor isoform X1,True,True,True
GTPase-activating protein and VPS9 domain-containing protein 1 isoform X2,True,True,True
interleukin-1 family member 10,True,True,True
enhancer of polycomb homolog 1 isoform X3,True,True,True
galactose-3-O-sulfotransferase 4,True,True,True
adenylyl cyclase-associated protein 1 isoform X2,True,True,True
presenilin-2 isoform X2,True,True,True
E3 SUMO-protein ligase PIAS1 isoform X1,True,True,True
pecanex-like protein 3 isoform X4,True,True,True
membrane-spanning 4-domains subfamily A member 8,True,True,True
zinc finger and BTB domain-containing protein 44 isoform X3,True,True,True
pleckstrin homology domain-containing family F member 2,True,True,True
receptor-type tyrosine-protein phosphatase eta,True,True,True
GDP-fucose protein O-fucosyltransferase 2 isoform X2,True,True,True
V-set and immunoglobulin domain-containing protein 8,True,True,True
low-density lipoprotein receptor-related protein 3 isoform X1,True,True,True
host cell factor 1 isoform X3,True,True,True
homeobox protein Nkx-3.2,True,True,True
deoxynucleoside triphosphate triphosphohydrolase SAMHD1 isoform X1,True,True,True
F-actin-monooxygenase MICAL3 isoform X1,True,True,True
"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 isoform X1",True,True,True
coiled-coil domain-containing protein 71L,True,True,True
progestin and adipoQ receptor family member 3,True,True,True
peroxisomal biogenesis factor 5 isoform X1,True,True,True
heterogeneous nuclear ribonucleoprotein U isoform X1,True,True,True
lysM and putative peptidoglycan-binding domain-containing protein 1,True,True,True
neuropeptide Y receptor type 4-2,True,True,True
sterile alpha motif domain-containing protein 7,True,True,True
myeloperoxidase,True,True,True
NEDD4-like E3 ubiquitin-protein ligase WWP1 isoform X4,True,True,True
CST complex subunit STN1 isoform X1,True,True,True
"nuclear factor of activated T-cells, cytoplasmic 1 isoform X1",True,True,True
"threonine--tRNA ligase, mitochondrial isoform X2",True,True,True
RAF proto-oncogene serine/threonine-protein kinase isoform X2,True,True,True
pepsin A,True,True,True
C-terminal-binding protein 1 isoform X1,True,True,True
leucine-rich repeat and calponin homology domain-containing protein 4 isoform X2,True,True,True
histone deacetylase 7 isoform X2,True,True,True
target of rapamycin complex 2 subunit MAPKAP1 isoform X1,True,True,True
coiled-coil domain-containing protein 92,True,True,True
gamma-aminobutyric acid receptor-associated protein,True,True,True
RWD domain-containing protein 2A,True,True,True
zona pellucida sperm-binding protein 3,True,True,True
trem-like transcript 1 protein,True,True,True
"keratin, type II cytoskeletal 79",True,True,True
dipeptidyl peptidase 9 isoform X3,True,True,True
"S-acyl fatty acid synthase thioesterase, medium chain",True,True,True
undifferentiated embryonic cell transcription factor 1,True,True,True
regulator of G-protein signaling 9-binding protein,True,True,True
insulin-like growth factor-binding protein 4,True,True,True
CCR4-NOT transcription complex subunit 11,True,True,True
rab-interacting lysosomal protein,True,True,True
exocyst complex component 8,True,True,True
protein argonaute-1 isoform X2,True,True,True
glutamate-rich protein 6B,True,True,True
negative elongation factor C/D,True,True,True
protein Z-dependent protease inhibitor,True,True,True
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,True,True,True
CMRF35-like molecule 9 isoform X9,True,True,True
putative monooxygenase p33MONOX isoform X1,True,True,True
ras GTPase-activating protein-binding protein 2 isoform X1,True,True,True
vasopressin-neurophysin 2-copeptin,True,True,True
leucine-rich repeat flightless-interacting protein 2 isoform X3,True,True,True
F-box/LRR-repeat protein 16,True,True,True
retinoid-inducible serine carboxypeptidase,True,True,True
protein FAM193B isoform X4,True,True,True
R3H domain-containing protein 2 isoform X8,True,True,True
anaphase-promoting complex subunit 16,True,True,True
mitogen-activated protein kinase 9 isoform X2,True,True,True
protein FRA10AC1,True,True,True
docking protein 2,True,True,True
MAP kinase-activated protein kinase 5 isoform X2,True,True,True
B-cell CLL/lymphoma 7 protein family member A isoform X3,True,True,True
cysteinyl leukotriene receptor 1,True,True,True
PDZ domain-containing protein MAGIX isoform X1,True,True,True
trafficking protein particle complex subunit 2,True,True,True
hippocalcin-like protein 4,True,True,True
"glutamate receptor ionotropic, NMDA 3A",True,True,True
RIIa domain-containing protein 1,True,True,True
ADP-ribosylation factor 6,True,True,True
angiomotin-like protein 2 isoform X2,True,True,True
opsin-5,True,True,True
small integral membrane protein 14,True,True,True
protein FAM118A isoform X2,True,True,True
macrophage receptor MARCO,True,True,True
coiled-coil domain-containing protein 124,True,True,True
apoptosis-stimulating of p53 protein 2 isoform X3,True,True,True
complement C1q tumor necrosis factor-related protein 3 isoform X1,True,True,True
glycine N-acyltransferase-like protein 3,True,True,True
interleukin-21 receptor,True,True,True
cellular tumor antigen p53,True,True,True
cytokine-like protein 1,True,True,True
N-acetylgalactosamine-6-sulfatase isoform X2,True,True,True
17-beta-hydroxysteroid dehydrogenase type 6,True,True,True
"keratin, type I cytoskeletal 42",True,True,True
endoribonuclease Dicer isoform X2,True,True,True
ATP-binding cassette sub-family C member 4-like,True,True,True
B- and T-lymphocyte attenuator,True,True,True
epithelial membrane protein 2,True,True,True
protocadherin alpha-6-like,True,True,True
CLIP-associating protein 2 isoform X3,True,True,True
protein PRR14L isoform X2,True,True,True
zinc finger HIT domain-containing protein 2,True,True,True
uroplakin-1a,True,True,True
protein FAM98C isoform X1,True,True,True
transducin-like enhancer protein 3 isoform X2,True,True,True
zinc transporter ZIP11 isoform X2,True,True,True
AKT-interacting protein isoform X1,True,True,True
secretory carrier-associated membrane protein 2 isoform X1,True,True,True
doublecortin domain-containing protein 2C,True,True,True
ectonucleoside triphosphate diphosphohydrolase 2,True,True,True
protein phosphatase 1 regulatory subunit 3B isoform X2,True,True,True
vomeronasal type-1 receptor 2-like,True,True,True
ras-like protein family member 12 isoform X2,True,True,True
anaphase-promoting complex subunit CDC26,True,True,True
extracellular sulfatase Sulf-1 isoform X2,True,True,True
replication protein A 32 kDa subunit,True,True,True
secreted phosphoprotein 24,True,True,True
splicing factor 1 isoform X2,True,True,True
"beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",True,True,True
WD repeat-containing protein 55,True,True,True
phenylalanine--tRNA ligase alpha subunit,True,True,True
cilia- and flagella-associated protein 299,True,True,True
pleckstrin homology domain-containing family A member 2,True,True,True
G protein-regulated inducer of neurite outgrowth 3,True,True,True
P2Y purinoceptor 2,True,True,True
hemoglobin subunit mu,True,True,True
ornithine decarboxylase,True,True,True
microtubule-associated protein tau isoform X8,True,True,True
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,True,True,True
zinc finger protein 42 homolog,True,True,True
E3 ubiquitin-protein ligase LNX isoform X2,True,True,True
membrane progestin receptor delta isoform X1,True,True,True
myotubularin-related protein 5 isoform X4,True,True,True
"histone-lysine N-methyltransferase, H3 lysine-79 specific isoform X8",True,True,True
carbonic anhydrase 6,True,True,True
dipeptidyl peptidase 8 isoform X2,True,True,True
transducin-like enhancer protein 3 isoform X6,True,True,True
baculoviral IAP repeat-containing protein 7,True,True,True
heterogeneous nuclear ribonucleoprotein A3 isoform X1,True,True,True
prostaglandin E2 receptor EP4 subtype,True,True,True
sarcolemmal membrane-associated protein isoform X2,True,True,True
IST1 homolog isoform X1,True,True,True
MAP kinase-activating death domain protein isoform X1,True,True,True
GAS2-like protein 1,True,True,True
calcium homeostasis endoplasmic reticulum protein isoform X1,True,True,True
peroxisome proliferator-activated receptor gamma isoform X2,True,True,True
E3 ubiquitin-protein ligase Jade-2 isoform X1,True,True,True
heat shock 70 kDa protein 14 isoform X1,True,True,True
PDZ and LIM domain protein 3 isoform X1,True,True,True
zinc finger protein 384 isoform X7,True,True,True
protein SPT2 homolog,True,True,True
speedy protein C,True,True,True
WW domain-containing adapter protein with coiled-coil isoform X2,True,True,True
RCC1 and BTB domain-containing protein 2 isoform X1,True,True,True
myotonin-protein kinase isoform X3,True,True,True
DNA polymerase epsilon subunit 3,True,True,True
splicing factor U2AF 26 kDa subunit isoform X1,True,True,True
RILP-like protein 1 isoform X2,True,True,True
transcriptional regulator ERG isoform X3,True,True,True
kin of IRRE-like protein 2,True,True,True
serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform isoform X2,True,True,True
protein FAM227A,True,True,True
pre-mRNA-splicing factor RBM22,True,True,True
trace amine-associated receptor 6,True,True,True
transcription factor 23,True,True,True
elongin-B,True,True,True
cyclin-J isoform X2,True,True,True
4-hydroxyphenylpyruvate dioxygenase,True,True,True
bactericidal permeability-increasing protein,True,True,True
"trifunctional enzyme subunit alpha, mitochondrial",True,True,True
selenoprotein K,True,True,True
homeobox protein Mohawk isoform X1,True,True,True
leucine-rich repeat transmembrane protein FLRT1,True,True,True
small nuclear ribonucleoprotein Sm D2,True,True,True
snRNA-activating protein complex subunit 3 isoform X2,True,True,True
myosin-3,True,True,True
dystrobrevin alpha isoform X2,True,True,True
membrane-bound transcription factor site-2 protease isoform X2,True,True,True
hydroxyacylglutathione hydrolase-like protein isoform X2,True,True,True
protein-associating with the carboxyl-terminal domain of ezrin isoform X1,True,True,True
probable ATP-dependent RNA helicase DDX4,True,True,True
far upstream element-binding protein 1 isoform X7,True,True,True
kinesin light chain 1 isoform X1,True,True,True
"keratin, type I cytoskeletal 20",True,True,True
far upstream element-binding protein 1 isoform X11,True,True,True
synapsin-3,True,True,True
BTB/POZ domain-containing protein 3 isoform X1,True,True,True
protein LTO1 homolog isoform X2,True,True,True
nuclear speckle splicing regulatory protein 1 isoform X1,True,True,True
tRNA (guanine(10)-N2)-methyltransferase homolog isoform X1,True,True,True
BTB/POZ domain-containing protein KCTD11,True,True,True
BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like isoform X2,True,True,True
probable RNA-binding protein EIF1AD,True,True,True
protein lin-52 homolog isoform X3,True,True,True
TBC1 domain family member 15 isoform X2,True,True,True
cyclic AMP-responsive element-binding protein 1 isoform X1,True,True,True
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 isoform X1,True,True,True
rab effector Noc2 isoform X1,True,True,True
gap junction delta-2 protein,True,True,True
transmembrane 4 L6 family member 4,True,True,True
synaptic vesicle membrane protein VAT-1 homolog-like,True,True,True
fumarylacetoacetase isoform X2,True,True,True
carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 isoform X3,True,True,True
protein TAMALIN,True,True,True
neural cell adhesion molecule 1 isoform X5,True,True,True
protein Hook homolog 2 isoform X2,True,True,True
A-kinase anchor protein 8-like isoform X1,True,True,True
homeobox protein DLX-3,True,True,True
fibulin-5 isoform X2,True,True,True
CUE domain-containing protein 2 isoform X1,True,True,True
guanine nucleotide exchange factor for Rab-3A isoform X1,True,True,True
ubiquitin carboxyl-terminal hydrolase 22,True,True,True
zinc finger protein 512B isoform X2,True,True,True
bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase isoform X2,True,True,True
tartrate-resistant acid phosphatase type 5,True,True,True
calcium/calmodulin-dependent protein kinase type II subunit delta isoform X7,True,True,True
helix-loop-helix protein 1,True,True,True
ER membrane protein complex subunit 10 isoform X2,True,True,True
leucine-rich repeat-containing protein 42,True,True,True
WD40 repeat-containing protein SMU1,True,True,True
macrophage scavenger receptor types I and II isoform X2,True,True,True
mitogen-activated protein kinase kinase kinase kinase 4 isoform X10,True,True,True
pannexin-1,True,True,True
acetylcholinesterase collagenic tail peptide isoform X3,True,True,True
macrophage-expressed gene 1 protein,True,True,True
kelch-like protein 10,True,True,True
programmed cell death protein 6 isoform X2,True,True,True
FYVE and coiled-coil domain-containing protein 1 isoform X2,True,True,True
ATP-dependent RNA helicase DDX55,True,True,True
myelin basic protein isoform X2,True,True,True
phospholipase A-2-activating protein isoform X1,True,True,True
transcription activator BRG1 isoform X3,True,True,True
homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein isoform X2,True,True,True
calsequestrin-1,True,True,True
nuclear pore complex protein Nup107 isoform X1,True,True,True
protein FAM204A,True,True,True
procollagen galactosyltransferase 2,True,True,True
RNA-binding protein Musashi homolog 2 isoform X2,True,True,True
olfactory receptor 10H4-like,True,True,True
DNA replication licensing factor MCM7 isoform X1,True,True,True
olfactory receptor 1F1-like,True,True,True
exportin-5,True,True,True
transcription elongation factor A protein 1 isoform X1,True,True,True
folliculin-interacting protein 2 isoform X3,True,True,True
transcription factor COE3 isoform X5,True,True,True
GDNF family receptor alpha-like,True,True,True
aquaporin-2,True,True,True
adropin,True,True,True
abl interactor 1 isoform X1,True,True,True
protein BANP isoform X1,True,True,True
alpha/beta hydrolase domain-containing protein 17A,True,True,True
autophagy-related protein 13 isoform X1,True,True,True
DNA polymerase lambda isoform X2,True,True,True
LRRN4 C-terminal-like protein,True,True,True
"alanine--tRNA ligase, mitochondrial isoform X1",True,True,True
prolyl hydroxylase EGLN3,True,True,True
enhancer of polycomb homolog 1 isoform X2,True,True,True
single-stranded DNA-binding protein 4 isoform X7,True,True,True
ADP/ATP translocase 2,True,True,True
proline-serine-threonine phosphatase-interacting protein 2 isoform X1,True,True,True
E3 ubiquitin-protein ligase HUWE1 isoform X1,True,True,True
large proline-rich protein BAG6 isoform X1,True,True,True
protein numb homolog isoform X2,True,True,True
torsin-1A-interacting protein 1 isoform X2,True,True,True
MTRF1L release factor glutamine methyltransferase isoform X1,True,True,True
E3 ubiquitin-protein ligase HECTD1 isoform X2,True,True,True
RAF proto-oncogene serine/threonine-protein kinase isoform X1,True,True,True
uridine diphosphate glucose pyrophosphatase NUDT22 isoform X2,True,True,True
metaxin-2 isoform X2,True,True,True
complexin-3,True,True,True
E3 ubiquitin-protein ligase ZFP91 isoform X1,True,True,True
signal transducer and activator of transcription 2 isoform X2,True,True,True
mediator of RNA polymerase II transcription subunit 20 isoform X2,True,True,True
uncharacterized protein NKAPD1 isoform X2,True,True,True
cyclin-dependent kinase 11B isoform X4,True,True,True
muscleblind-like protein 1 isoform X2,True,True,True
gastrin/cholecystokinin type B receptor,True,True,True
cadherin-20,True,True,True
prolyl 4-hydroxylase subunit alpha-3 isoform X2,True,True,True
serine/arginine repetitive matrix protein 1 isoform X2,True,True,True
condensin complex subunit 1 isoform X2,True,True,True
lethal(2) giant larvae protein homolog 1 isoform X1,True,True,True
uncharacterized protein C4orf50 homolog,True,True,True
protein Wnt-7a,True,True,True
myocardin-related transcription factor A isoform X2,True,True,True
E3 ubiquitin-protein ligase RNF123 isoform X1,True,True,True
amine oxidase [flavin-containing] B,True,True,True
coatomer subunit zeta-2 isoform X1,True,True,True
regulation of nuclear pre-mRNA domain-containing protein 2 isoform X1,True,True,True
lysophosphatidic acid receptor 4,True,True,True
LOW QUALITY PROTEIN: glucokinase regulatory protein,True,True,True
zinc finger protein 502,True,True,True
insulinoma-associated protein 1,True,True,True
nuclear receptor coactivator 1 isoform X1,True,True,True
E3 ubiquitin-protein ligase HUWE1 isoform X3,True,True,True
neuronal pentraxin-1,True,True,True
kelch-like protein 6,True,True,True
probable ATP-dependent RNA helicase DDX17 isoform X1,True,True,True
transmembrane protein 225B isoform X2,True,True,True
lysine-specific demethylase 5C isoform X7,True,True,True
caprin-1,True,True,True
microfibrillar-associated protein 5 isoform X1,True,True,True
stromelysin-3,True,True,True
ubiquitin-protein ligase E3C isoform X1,True,True,True
F-actin-monooxygenase MICAL2 isoform X3,True,True,True
"essential MCU regulator, mitochondrial",True,True,True
peroxisome proliferator-activated receptor gamma coactivator-related protein 1 isoform X5,True,True,True
B-cell antigen receptor complex-associated protein alpha chain,True,True,True
B-cell lymphoma 3 protein,True,True,True
mediator of RNA polymerase II transcription subunit 12 isoform X3,True,True,True
F-box only protein 38 isoform X1,True,True,True
prostate and testis expressed protein 2,True,True,True
