Gene_Product	In_WildYak	In_Takin	In_WaterBuffalo
centrosomal protein of 72 kDa	FALSE	TRUE	FALSE
dickkopf-related protein 2 isoform X2	TRUE	FALSE	FALSE
B2 bradykinin receptor-like isoform X1	FALSE	TRUE	FALSE
LOW QUALITY PROTEIN: RNA-binding protein EWS-like	FALSE	FALSE	TRUE
origin recognition complex subunit 5 isoform X2	FALSE	FALSE	TRUE
ribonuclease pancreatic	TRUE	TRUE	FALSE
LOW QUALITY PROTEIN: PRAME family member 8-like	FALSE	FALSE	TRUE
LOW QUALITY PROTEIN: uncharacterized protein LOC128069635	FALSE	TRUE	FALSE
centrosomal protein of 68 kDa isoform X2	TRUE	TRUE	TRUE
LOW QUALITY PROTEIN: olfactory receptor 51B4-like	FALSE	TRUE	FALSE
transmembrane protein 171	TRUE	TRUE	FALSE
dual specificity protein phosphatase 6 isoform X1	FALSE	FALSE	TRUE
olfactory receptor 4C15-like	FALSE	TRUE	TRUE
RNA binding protein fox-1 homolog 2 isoform X24	FALSE	FALSE	TRUE
uncharacterized protein KIAA0232 homolog isoform X3	TRUE	TRUE	TRUE
protein Smaug homolog 1 isoform X1	TRUE	TRUE	TRUE
lysosomal-trafficking regulator	FALSE	TRUE	FALSE
glutamine synthetase isoform X2	FALSE	TRUE	FALSE
rho guanine nucleotide exchange factor 10-like protein isoform X9	FALSE	FALSE	TRUE
protein RUFY3 isoform X4	TRUE	FALSE	TRUE
ras-related protein Rab-23	TRUE	TRUE	TRUE
very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2	TRUE	TRUE	FALSE
BTB/POZ domain-containing protein 1 isoform X4	TRUE	FALSE	TRUE
"keratin, type I cytoskeletal 10 isoform X2"	FALSE	FALSE	TRUE
voltage-dependent N-type calcium channel subunit alpha-1B isoform X9	FALSE	FALSE	TRUE
anoctamin-1 isoform X3	TRUE	FALSE	TRUE
leucine-rich repeat-containing protein 18	TRUE	TRUE	TRUE
DNA-directed primase/polymerase protein isoform X6	FALSE	FALSE	TRUE
tetranectin	TRUE	TRUE	TRUE
centrosomal protein of 44 kDa isoform X2	FALSE	TRUE	TRUE
protein mab-21-like 3 isoform X2	FALSE	FALSE	TRUE
signal transducer and activator of transcription 5B isoform X1	TRUE	TRUE	TRUE
T-box transcription factor TBX3 isoform X1	TRUE	TRUE	TRUE
sarcolemmal membrane-associated protein isoform X7	TRUE	TRUE	TRUE
ras suppressor protein 1 isoform X6	FALSE	FALSE	TRUE
uncharacterized protein LOC123464615 isoform X2	FALSE	FALSE	TRUE
6-pyruvoyl tetrahydrobiopterin synthase-like	FALSE	FALSE	TRUE
high mobility group protein B4	TRUE	TRUE	TRUE
urea transporter 1 isoform X3	TRUE	FALSE	FALSE
translocating chain-associated membrane protein 2 isoform X3	FALSE	FALSE	TRUE
protein enabled homolog isoform X4	TRUE	TRUE	TRUE
small ribosomal subunit protein mS38	TRUE	FALSE	FALSE
suppressor of tumorigenicity 7 protein-like isoform X8	TRUE	FALSE	TRUE
mediator of DNA damage checkpoint protein 1 isoform X6	FALSE	FALSE	TRUE
B-cell receptor CD22 isoform X2	TRUE	FALSE	TRUE
cilia- and flagella-associated protein 100 isoform X3	TRUE	TRUE	FALSE
zinc finger FYVE domain-containing protein 1	TRUE	TRUE	FALSE
CTD nuclear envelope phosphatase 1	TRUE	TRUE	TRUE
gastric inhibitory polypeptide receptor	TRUE	TRUE	FALSE
steryl-sulfatase isoform X2	TRUE	FALSE	TRUE
tubulin gamma-2 chain isoform X1	FALSE	FALSE	TRUE
neuropilin and tolloid-like protein 1 isoform X11	FALSE	FALSE	TRUE
centrin-3 isoform X1	FALSE	FALSE	TRUE
iron-sulfur protein NUBPL	FALSE	TRUE	FALSE
UHRF1-binding protein 1 isoform X4	FALSE	FALSE	TRUE
collagen alpha-3(VI) chain isoform X5	FALSE	FALSE	TRUE
serine protease 53 isoform X3	TRUE	FALSE	TRUE
zinc finger protein 736-like isoform X6	FALSE	FALSE	TRUE
E3 ubiquitin-protein ligase MYCBP2 isoform X9	TRUE	FALSE	TRUE
zinc finger protein ZFPM1 isoform X2	TRUE	FALSE	TRUE
"RNA-binding motif, single-stranded-interacting protein 3 isoform X5"	TRUE	FALSE	TRUE
deoxyribonuclease-1 isoform X3	TRUE	FALSE	FALSE
retinitis pigmentosa 9 protein isoform X1	TRUE	FALSE	FALSE
zinc finger protein 185 isoform X4	TRUE	FALSE	TRUE
retinoic acid receptor responder protein 2	TRUE	FALSE	FALSE
putative sodium-coupled neutral amino acid transporter 8 isoform X1	FALSE	FALSE	TRUE
collagen alpha-1(XVI) chain isoform X3	TRUE	TRUE	TRUE
suppressor of tumorigenicity 7 protein isoform X5	TRUE	TRUE	TRUE
ninein-like protein isoform X5	FALSE	FALSE	TRUE
transcription factor AP-2-alpha isoform X2	TRUE	FALSE	TRUE
transmembrane protein 108	TRUE	TRUE	FALSE
regulator of G-protein signaling 3 isoform X8	TRUE	FALSE	TRUE
rho guanine nucleotide exchange factor 9 isoform X13	TRUE	FALSE	FALSE
myosin regulatory light polypeptide 9 isoform X2	TRUE	TRUE	TRUE
cordon-bleu protein-like 1 isoform X3	TRUE	FALSE	TRUE
stAR-related lipid transfer protein 3 isoform X6	FALSE	FALSE	TRUE
protein phosphatase 1 regulatory subunit 12B isoform X8	TRUE	FALSE	TRUE
B-cell CLL/lymphoma 9 protein isoform X1	TRUE	FALSE	TRUE
"sprouty-related, EVH1 domain-containing protein 3"	FALSE	TRUE	FALSE
tRNA-specific adenosine deaminase 1	FALSE	TRUE	FALSE
ralBP1-associated Eps domain-containing protein 1 isoform X4	TRUE	TRUE	TRUE
mitochondrial import inner membrane translocase subunit TIM44	TRUE	FALSE	FALSE
nuclear receptor corepressor 2 isoform X1	TRUE	TRUE	TRUE
major facilitator superfamily domain-containing protein 8	FALSE	TRUE	FALSE
"A-kinase anchor protein 1, mitochondrial isoform X2"	FALSE	FALSE	TRUE
ankyrin repeat and sterile alpha motif domain-containing protein 1B isoform X3	TRUE	FALSE	TRUE
PHD finger protein 6 isoform X3	TRUE	FALSE	TRUE
LOW QUALITY PROTEIN: ankyrin repeat domain-containing protein 7	FALSE	FALSE	TRUE
protein SYS1 homolog isoform X4	FALSE	FALSE	TRUE
"cytochrome c oxidase subunit 4 isoform 2, mitochondrial isoform X4"	TRUE	FALSE	FALSE
LIM and senescent cell antigen-like-containing domain protein 2 isoform X1	TRUE	TRUE	TRUE
tyrosine-protein phosphatase non-receptor type 3	FALSE	TRUE	FALSE
dynein axonemal assembly factor 1 isoform X1	FALSE	FALSE	TRUE
zinc finger protein 11-like isoform X2	FALSE	FALSE	TRUE
leucine-rich repeat and coiled-coil domain-containing protein 1 isoform X6	FALSE	FALSE	TRUE
protein S100-A14	TRUE	TRUE	TRUE
dynactin subunit 3 isoform X3	TRUE	FALSE	FALSE
NEDD4 family-interacting protein 1 isoform X2	FALSE	FALSE	TRUE
nudC domain-containing protein 3 isoform X2	FALSE	TRUE	TRUE
myeloid-associated differentiation marker isoform X1	FALSE	FALSE	TRUE
protein S100-A11	TRUE	TRUE	TRUE
receptor-type tyrosine-protein phosphatase kappa isoform X7	FALSE	FALSE	TRUE
synaptonemal complex central element protein 2 isoform X4	TRUE	FALSE	TRUE
"BOLA class I histocompatibility antigen, alpha chain BL3-7"	FALSE	FALSE	TRUE
LOW QUALITY PROTEIN: P2Y purinoceptor 4	FALSE	TRUE	FALSE
LOW QUALITY PROTEIN: merlin-like	FALSE	TRUE	FALSE
spatacsin isoform X3	FALSE	FALSE	TRUE
homeobox protein Meis1 isoform X1	TRUE	TRUE	TRUE
tubulin-specific chaperone D isoform X2	FALSE	TRUE	TRUE
LOW QUALITY PROTEIN: protein FAM133B-like	FALSE	TRUE	FALSE
transcription factor 7-like 2 isoform X17	TRUE	FALSE	TRUE
gamma-tubulin complex component 5	TRUE	TRUE	FALSE
E3 ubiquitin-protein ligase TRIM9 isoform X7	FALSE	FALSE	TRUE
T-box brain protein 1	TRUE	TRUE	TRUE
mast cell-expressed membrane protein 1	TRUE	TRUE	FALSE
TOG array regulator of axonemal microtubules protein 1 isoform X5	TRUE	FALSE	FALSE
thioredoxin domain-containing protein 11 isoform X4	FALSE	TRUE	TRUE
small conductance calcium-activated potassium channel protein 3 isoform X3	TRUE	TRUE	TRUE
asparagine synthetase domain-containing protein 1	FALSE	FALSE	TRUE
adhesion G protein-coupled receptor E1 isoform X4	TRUE	FALSE	TRUE
centrosomal protein of 57 kDa isoform X2	TRUE	FALSE	TRUE
muscleblind-like protein 1 isoform X18	TRUE	FALSE	TRUE
ecto-ADP-ribosyltransferase 3 isoform X4	TRUE	TRUE	TRUE
zinc finger protein 282	FALSE	TRUE	FALSE
interferon alpha/beta receptor 2 isoform X1	TRUE	FALSE	TRUE
olfactory receptor 10AD1	FALSE	TRUE	TRUE
heterogeneous nuclear ribonucleoprotein D0 isoform X2	TRUE	FALSE	TRUE
nesprin-2 isoform X1	TRUE	FALSE	TRUE
trans-3-hydroxy-L-proline dehydratase isoform X7	FALSE	FALSE	TRUE
kinetochore-associated protein DSN1 homolog isoform X5	FALSE	FALSE	TRUE
glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2	TRUE	FALSE	TRUE
myotubularin-related protein 6	FALSE	TRUE	FALSE
LOW QUALITY PROTEIN: protocadherin beta-5-like	FALSE	TRUE	FALSE
SAFB-like transcription modulator isoform X3	FALSE	FALSE	TRUE
"lipoyltransferase 1, mitochondrial-like isoform X2"	FALSE	TRUE	FALSE
clarin-3 isoform X1	FALSE	FALSE	TRUE
coagulation factor VII	TRUE	TRUE	TRUE
schwannomin-interacting protein 1 isoform X1	TRUE	TRUE	TRUE
zinc finger protein 789	FALSE	TRUE	FALSE
gametocyte-specific factor 1 isoform X2	FALSE	FALSE	TRUE
uncharacterized protein LOC102408857 isoform X4	FALSE	FALSE	TRUE
ras-specific guanine nucleotide-releasing factor RalGPS1 isoform X5	TRUE	FALSE	TRUE
LOW QUALITY PROTEIN: solute carrier family 35 member F2-like	TRUE	FALSE	FALSE
tyrosine-protein phosphatase non-receptor type 11 isoform X4	TRUE	FALSE	TRUE
rho guanine nucleotide exchange factor 10-like protein isoform X10	FALSE	FALSE	TRUE
membrane primary amine oxidase isoform X1	FALSE	TRUE	FALSE
MIT domain-containing protein 1 isoform X2	TRUE	FALSE	TRUE
EGF-like repeat and discoidin I-like domain-containing protein 3 isoform X4	FALSE	FALSE	TRUE
formin-2-like	TRUE	FALSE	FALSE
polyamine-transporting ATPase 13A3 isoform X4	FALSE	FALSE	TRUE
protein ripply1 isoform X4	FALSE	FALSE	TRUE
methyl-CpG-binding domain protein 1 isoform X36	TRUE	FALSE	TRUE
regulating synaptic membrane exocytosis protein 1 isoform X34	FALSE	FALSE	TRUE
alpha-protein kinase 3 isoform X3	FALSE	FALSE	TRUE
pancreatic progenitor cell differentiation and proliferation factor	TRUE	FALSE	TRUE
sulfotransferase 1C4 isoform X3	TRUE	FALSE	TRUE
formin-binding protein 4 isoform X3	TRUE	FALSE	FALSE
mitogen-activated protein kinase kinase kinase 20 isoform X1	TRUE	FALSE	TRUE
dual oxidase maturation factor 1 isoform X2	FALSE	FALSE	TRUE
zinc finger protein 135 isoform X1	TRUE	FALSE	TRUE
GPI ethanolamine phosphate transferase 3 isoform X1	TRUE	FALSE	FALSE
"ribosomal protein 63, mitochondrial"	FALSE	TRUE	TRUE
neuralized-like protein 4 isoform X1	TRUE	TRUE	TRUE
"ubiquinone biosynthesis protein COQ4 homolog, mitochondrial isoform X3"	TRUE	FALSE	TRUE
consortin isoform X2	FALSE	FALSE	TRUE
mitogen-activated protein kinase kinase kinase 4 isoform X1	TRUE	TRUE	TRUE
M-phase phosphoprotein 9	FALSE	TRUE	FALSE
UPF0606 protein KIAA1549L homolog	TRUE	TRUE	TRUE
activating signal cointegrator 1 isoform X2	FALSE	TRUE	FALSE
"N-alpha-acetyltransferase 15, NatA auxiliary subunit isoform X2"	TRUE	TRUE	TRUE
"heat shock protein 75 kDa, mitochondrial isoform X2"	FALSE	TRUE	FALSE
claudin-10 isoform X2	TRUE	FALSE	TRUE
MAP7 domain-containing protein 2	FALSE	TRUE	FALSE
adhesion G protein-coupled receptor A3-like	FALSE	FALSE	TRUE
DNA polymerase alpha subunit B isoform X2	FALSE	TRUE	FALSE
serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A isoform X1	TRUE	TRUE	TRUE
A-type voltage-gated potassium channel KCND1	TRUE	FALSE	FALSE
E3 ubiquitin-protein ligase HECTD3 isoform X1	FALSE	FALSE	TRUE
unconventional myosin-XIX isoform X1	FALSE	TRUE	TRUE
zinc finger MYM-type protein 6	FALSE	TRUE	FALSE
DNA-directed RNA polymerase I subunit RPA1	TRUE	TRUE	TRUE
"isocitrate dehydrogenase [NAD] subunit beta, mitochondrial isoform X2"	FALSE	TRUE	TRUE
triple functional domain protein isoform X5	TRUE	FALSE	TRUE
natural resistance-associated macrophage protein 2 isoform X7	TRUE	FALSE	TRUE
zinc finger protein 782 isoform X1	FALSE	FALSE	TRUE
serine/threonine-protein kinase PLK2	TRUE	TRUE	TRUE
dual specificity protein phosphatase CDC14A isoform X3	TRUE	FALSE	TRUE
retinol dehydrogenase 12 isoform X1	FALSE	FALSE	TRUE
DNA replication licensing factor MCM2	TRUE	TRUE	TRUE
NUT family member 2D-like	FALSE	TRUE	FALSE
small ribosomal subunit protein mS22	TRUE	FALSE	FALSE
WD repeat-containing protein 54 isoform X2	FALSE	FALSE	TRUE
LOW QUALITY PROTEIN: cullin-5	FALSE	TRUE	FALSE
"hydroxyacylglutathione hydrolase, mitochondrial"	FALSE	TRUE	FALSE
tubulointerstitial nephritis antigen	TRUE	TRUE	FALSE
nucleoside diphosphate kinase homolog 7 isoform X1	TRUE	FALSE	FALSE
"cytochrome c oxidase subunit 4 isoform 2, mitochondrial isoform X3"	TRUE	FALSE	FALSE
heparan sulfate 2-O-sulfotransferase 1 isoform X2	TRUE	FALSE	TRUE
phospholipid-transporting ATPase IG isoform X7	FALSE	FALSE	TRUE
"alpha-1,3/1,6-mannosyltransferase ALG2"	TRUE	TRUE	FALSE
snurportin-1	FALSE	TRUE	FALSE
protein-L-isoaspartate O-methyltransferase domain-containing protein 1 isoform X2	TRUE	TRUE	TRUE
fibroblast growth factor 12 isoform X5	TRUE	FALSE	FALSE
LIM and calponin homology domains-containing protein 1 isoform X2	TRUE	FALSE	TRUE
serine/threonine-protein kinase Nek11 isoform X1	TRUE	FALSE	TRUE
glia-derived nexin	TRUE	TRUE	TRUE
protein MCM10 homolog	FALSE	TRUE	FALSE
triadin isoform X15	TRUE	TRUE	FALSE
DNA repair protein XRCC1 isoform X4	TRUE	FALSE	TRUE
neuropeptide-like protein C4orf48 homolog	FALSE	TRUE	FALSE
centrosomal protein of 131 kDa isoform X3	FALSE	TRUE	TRUE
TRAF3-interacting protein 1 isoform X5	FALSE	FALSE	TRUE
protein MAL2 isoform X2	FALSE	FALSE	TRUE
roquin-2	FALSE	TRUE	FALSE
cerebral cavernous malformations 2 protein-like isoform X3	TRUE	FALSE	TRUE
YY1-associated factor 2 isoform X1	TRUE	TRUE	TRUE
E3 ubiquitin-protein ligase TRIM52 isoform X4	TRUE	FALSE	FALSE
large ribosomal subunit protein uL1	TRUE	FALSE	FALSE
"ubiquinone biosynthesis protein COQ4 homolog, mitochondrial isoform X4"	FALSE	FALSE	TRUE
zinc finger protein PLAG1 isoform X2	TRUE	FALSE	TRUE
matrix remodeling-associated protein 8	TRUE	TRUE	TRUE
calcyphosin-like protein isoform X2	TRUE	FALSE	TRUE
autotaxin isoform X7	TRUE	FALSE	FALSE
serine/threonine-protein phosphatase 4 regulatory subunit 4 isoform X2	TRUE	FALSE	TRUE
HAUS augmin-like complex subunit 8 isoform X1	FALSE	FALSE	TRUE
zinc finger protein 37 homolog isoform X2	TRUE	FALSE	FALSE
protein shisa-2 homolog	TRUE	TRUE	TRUE
72 kDa type IV collagenase	TRUE	TRUE	TRUE
RUN and FYVE domain-containing protein 2 isoform X6	TRUE	FALSE	TRUE
aspartyl/asparaginyl beta-hydroxylase	FALSE	TRUE	FALSE
cortexin domain containing 2	TRUE	FALSE	TRUE
signal transducer and activator of transcription 4 isoform X3	FALSE	FALSE	TRUE
LOW QUALITY PROTEIN: trichohyalin-like protein 1	TRUE	FALSE	FALSE
ankyrin repeat domain-containing protein 10 isoform X3	TRUE	FALSE	TRUE
GPI transamidase component PIG-T	FALSE	TRUE	TRUE
HMG box transcription factor BBX isoform X9	FALSE	FALSE	TRUE
E3 ubiquitin-protein ligase ZSWIM2	TRUE	TRUE	TRUE
cyclin-J isoform X2	TRUE	TRUE	TRUE
docking protein 5 isoform X2	TRUE	TRUE	TRUE
choline-phosphate cytidylyltransferase B isoform X3	TRUE	FALSE	TRUE
acetylcholinesterase collagenic tail peptide isoform X2	TRUE	TRUE	TRUE
5'-AMP-activated protein kinase subunit gamma-2 isoform X6	TRUE	FALSE	TRUE
zinc finger protein neuro-d4 isoform X5	TRUE	FALSE	TRUE
ubiquitin-fold modifier-conjugating enzyme 1	FALSE	TRUE	FALSE
general transcription factor IIH subunit 2 isoform X15	FALSE	FALSE	TRUE
uncharacterized protein C2orf73 homolog isoform X2	TRUE	FALSE	FALSE
glucose-6-phosphate exchanger SLC37A2 isoform X3	FALSE	FALSE	TRUE
SERTA domain-containing protein 3 isoform X1	TRUE	FALSE	FALSE
nuclear protein AMMECR1 isoform X2	TRUE	FALSE	FALSE
protein scribble homolog isoform X9	FALSE	FALSE	TRUE
hemoglobin subunit epsilon	FALSE	TRUE	TRUE
glutamate receptor 2 isoform X4	FALSE	FALSE	TRUE
neuronal pentraxin-2	FALSE	TRUE	TRUE
zinc finger protein 397 isoform X3	FALSE	FALSE	TRUE
glutamate decarboxylase 2	TRUE	TRUE	TRUE
sodium-dependent phosphate transport protein 3 isoform X6	FALSE	FALSE	TRUE
diphthine methyl ester synthase	TRUE	TRUE	TRUE
aspartyl/asparaginyl beta-hydroxylase isoform X7	TRUE	FALSE	TRUE
protein kinase C theta type isoform X1	FALSE	FALSE	TRUE
sulfiredoxin-1	FALSE	TRUE	TRUE
follicle-stimulating hormone receptor isoform X2	TRUE	FALSE	TRUE
serine/threonine-protein kinase Nek10 isoform X1	TRUE	FALSE	TRUE
ATPase MORC2 isoform X14	FALSE	FALSE	TRUE
FH1/FH2 domain-containing protein 3 isoform X3	TRUE	TRUE	TRUE
desert hedgehog protein isoform X3	FALSE	FALSE	TRUE
metal transporter CNNM1 isoform X1	FALSE	FALSE	TRUE
bromodomain testis-specific protein isoform X2	FALSE	FALSE	TRUE
E3 ubiquitin-protein ligase pellino homolog 1 isoform X2	TRUE	FALSE	FALSE
"protein MTO1 homolog, mitochondrial isoform X2"	FALSE	FALSE	TRUE
B-cell lymphoma/leukemia 11A isoform X7	TRUE	FALSE	TRUE
LOW QUALITY PROTEIN: glutamate receptor-interacting protein 2	TRUE	FALSE	FALSE
cytochrome b-c1 complex subunit 10	TRUE	FALSE	TRUE
thioredoxin domain-containing protein 8 isoform X1	FALSE	FALSE	TRUE
mitochondrial basic amino acids transporter isoform X1	TRUE	TRUE	TRUE
5'-3' exonuclease PLD4 isoform X1	TRUE	FALSE	TRUE
ceroid-lipofuscinosis neuronal protein 5 isoform X3	FALSE	FALSE	TRUE
trafficking kinesin-binding protein 2 isoform X2	TRUE	FALSE	FALSE
P2X purinoceptor 2	TRUE	TRUE	FALSE
Purkinje cell protein 4-like protein 1 isoform X2	FALSE	FALSE	TRUE
transcription factor E2-alpha isoform X6	TRUE	FALSE	TRUE
phospholipid-transporting ATPase IA isoform X2	TRUE	FALSE	TRUE
E3 ubiquitin-protein ligase TRIM34 isoform X1	TRUE	FALSE	FALSE
NHS-like protein 3 isoform X2	TRUE	FALSE	FALSE
ribonuclease P protein subunit p20-like	TRUE	FALSE	FALSE
chloride intracellular channel protein 2	TRUE	FALSE	TRUE
mitochondrial import inner membrane translocase subunit TIM14	FALSE	TRUE	TRUE
astrotactin-2 isoform X8	FALSE	FALSE	TRUE
prostacyclin synthase isoform X1	FALSE	FALSE	TRUE
mitogen-activated protein kinase kinase kinase 7 isoform X1	TRUE	FALSE	TRUE
"sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase"	FALSE	TRUE	TRUE
PCNA-associated factor isoform X1	TRUE	FALSE	TRUE
probable G-protein coupled receptor 83 isoform X2	FALSE	FALSE	TRUE
ras and Rab interactor 3	TRUE	TRUE	TRUE
coiled-coil domain-containing protein 88B isoform X4	FALSE	FALSE	TRUE
BTB/POZ domain-containing protein KCTD14 isoform X1	FALSE	FALSE	TRUE
pumilio homolog 3 isoform X2	TRUE	FALSE	TRUE
leucine-rich repeat-containing protein 51 isoform X2	FALSE	FALSE	TRUE
ADP-ribosylation factor-like protein 15 isoform X8	FALSE	FALSE	TRUE
phosphatidate phosphatase LPIN1 isoform X3	TRUE	FALSE	FALSE
hydrocephalus-inducing protein homolog isoform X2	FALSE	FALSE	TRUE
anterior gradient protein 2 homolog	TRUE	TRUE	TRUE
LOW QUALITY PROTEIN: MICOS complex subunit MIC13	TRUE	FALSE	FALSE
adhesion G protein-coupled receptor L3 isoform X8	FALSE	FALSE	TRUE
protein FAM3C	TRUE	TRUE	TRUE
IQ domain-containing protein E isoform X12	FALSE	FALSE	TRUE
abnormal spindle-like microcephaly-associated protein	FALSE	TRUE	FALSE
olfactory receptor 5L2-like	FALSE	TRUE	TRUE
cysteine-rich protein 2	TRUE	TRUE	TRUE
connector enhancer of kinase suppressor of ras 1 isoform X3	TRUE	FALSE	FALSE
microtubule-associated serine/threonine-protein kinase 4 isoform X1	FALSE	TRUE	TRUE
zinc transporter ZIP4 isoform X5	FALSE	FALSE	TRUE
netrin receptor UNC5A isoform X2	FALSE	FALSE	TRUE
"39S ribosomal protein L53, mitochondrial-like"	FALSE	TRUE	TRUE
semaphorin-7A isoform X1	FALSE	TRUE	TRUE
inactive ADP-ribosyltransferase ARH2	FALSE	TRUE	FALSE
PR domain zinc finger protein 1 isoform X3	TRUE	FALSE	TRUE
LOW QUALITY PROTEIN: protein FAM228A	FALSE	FALSE	TRUE
zinc finger protein 827 isoform X1	TRUE	FALSE	TRUE
keratinocyte differentiation-associated protein isoform X1	FALSE	FALSE	TRUE
bcl-2-associated transcription factor 1 isoform X2	TRUE	FALSE	TRUE
claudin domain-containing protein 2	TRUE	TRUE	FALSE
outer dense fiber protein 2 isoform X7	FALSE	FALSE	TRUE
transient receptor potential cation channel subfamily V member 6 isoform X4	FALSE	FALSE	TRUE
"serine protease HTRA2, mitochondrial"	TRUE	TRUE	TRUE
zinc finger protein 793 isoform X5	TRUE	FALSE	FALSE
nuclear autoantigenic sperm protein	FALSE	TRUE	FALSE
zinc finger protein 839 isoform X2	TRUE	FALSE	TRUE
transmembrane protein 249 isoform X1	FALSE	FALSE	TRUE
focal adhesion kinase 1 isoform X10	FALSE	FALSE	TRUE
transmembrane prolyl 4-hydroxylase	TRUE	TRUE	TRUE
regulating synaptic membrane exocytosis protein 1 isoform X5	FALSE	FALSE	TRUE
beta-secretase 2 isoform X2	TRUE	FALSE	FALSE
immunoglobulin-binding protein 1 isoform X1	TRUE	FALSE	TRUE
diamine oxidase [copper-containing]	TRUE	FALSE	FALSE
E3 ubiquitin-protein ligase CBL-B isoform X4	FALSE	FALSE	TRUE
fidgetin isoform X2	TRUE	FALSE	TRUE
KRR1 small subunit processome component homolog	TRUE	TRUE	TRUE
partitioning defective 3 homolog isoform X21	FALSE	FALSE	TRUE
anionic trypsin isoform X4	FALSE	FALSE	TRUE
glycine N-phenylacetyltransferase isoform X3	FALSE	FALSE	TRUE
short transient receptor potential channel 1 isoform X2	TRUE	FALSE	TRUE
fascin-3 isoform X2	FALSE	FALSE	TRUE
sodium-dependent lysophosphatidylcholine symporter 1 isoform X1	TRUE	FALSE	TRUE
ATPase MORC2 isoform X6	TRUE	TRUE	TRUE
LOW QUALITY PROTEIN: exocyst complex component 6	TRUE	FALSE	FALSE
E3 ubiquitin-protein ligase UBR4 isoform X5	TRUE	FALSE	TRUE
DNA-directed RNA polymerase I subunit RPA12 isoform X4	TRUE	FALSE	FALSE
tenascin-X isoform X6	FALSE	FALSE	TRUE
DNA-binding protein RFX6	TRUE	TRUE	TRUE
GPI mannosyltransferase 3 isoform X3	TRUE	FALSE	FALSE
LOW QUALITY PROTEIN: large ribosomal subunit protein uL23	TRUE	FALSE	FALSE
zinc finger MYM-type protein 6 isoform X3	TRUE	FALSE	TRUE
small integral membrane protein 23	TRUE	TRUE	TRUE
receptor-type tyrosine-protein phosphatase gamma isoform X5	TRUE	FALSE	TRUE
FYVE and coiled-coil domain-containing protein 1 isoform X1	TRUE	TRUE	TRUE
uncharacterized protein LOC123332738 isoform X2	FALSE	FALSE	TRUE
"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial isoform X1"	FALSE	TRUE	FALSE
probable inactive ribonuclease-like protein 12 isoform X2	TRUE	FALSE	TRUE
ribosomal protein S6 kinase alpha-6 isoform X10	FALSE	FALSE	TRUE
homeobox protein cut-like 1	FALSE	TRUE	TRUE
kinesin-like protein KIF17 isoform X2	TRUE	FALSE	TRUE
pre-mRNA-processing factor 40 homolog A isoform X13	FALSE	FALSE	TRUE
serine/threonine-protein kinase MRCK alpha isoform X10	TRUE	FALSE	TRUE
anillin isoform X5	TRUE	FALSE	FALSE
delta(14)-sterol reductase TM7SF2	FALSE	FALSE	TRUE
progesterone-induced-blocking factor 1 isoform X1	FALSE	FALSE	TRUE
CUGBP Elav-like family member 2 isoform X3	TRUE	FALSE	TRUE
LOW QUALITY PROTEIN: rho GTPase-activating protein 33	TRUE	FALSE	FALSE
G2/mitotic-specific cyclin-B2 isoform X2	FALSE	FALSE	TRUE
peroxisomal N(1)-acetyl-spermine/spermidine oxidase isoform X4	TRUE	FALSE	TRUE
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 isoform X3"	TRUE	FALSE	FALSE
growth factor receptor-bound protein 14 isoform X6	TRUE	FALSE	TRUE
LOW QUALITY PROTEIN: autophagy-related protein 9B	TRUE	FALSE	FALSE
obscurin-like protein 1 isoform X5	TRUE	FALSE	TRUE
LOW QUALITY PROTEIN: potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4	TRUE	FALSE	FALSE
tyrosine-protein phosphatase non-receptor type 21 isoform X2	TRUE	FALSE	TRUE
ELAV-like protein 2 isoform X4	FALSE	FALSE	TRUE
neural cell adhesion molecule 1 isoform X22	FALSE	FALSE	TRUE
DNA polymerase lambda isoform X6	FALSE	FALSE	TRUE
uncharacterized protein C8orf48 homolog isoform X3	FALSE	FALSE	TRUE
claudin-1	TRUE	TRUE	TRUE
cathelicidin-7-like	FALSE	TRUE	TRUE
sushi domain-containing protein 6 isoform X1	TRUE	FALSE	TRUE
autism susceptibility gene 2 protein isoform X8	FALSE	FALSE	TRUE
phosphoglycerate mutase 1	TRUE	TRUE	TRUE
heterogeneous nuclear ribonucleoprotein M isoform X4	TRUE	FALSE	TRUE
centrosomal protein of 131 kDa isoform X4	FALSE	TRUE	FALSE
adhesion G protein-coupled receptor L1 isoform X4	FALSE	FALSE	TRUE
protein Smaug homolog 1 isoform X5	FALSE	FALSE	TRUE
uncharacterized protein LOC112582609	FALSE	FALSE	TRUE
phosphatidylinositol N-acetylglucosaminyltransferase subunit Y-like	FALSE	FALSE	TRUE
adenylate kinase 8 isoform X11	FALSE	FALSE	TRUE
vinculin isoform X2	TRUE	TRUE	TRUE
galactocerebrosidase isoform X1	TRUE	FALSE	TRUE
